section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
08 Messages and API Actions,RESULT_PUBLISH,08.059,What success/failure codes apply to 'RESULT_PUBLISH'?,success=RESULTS_PUBLISHED; failure=RESULT_PUBLISH_BLOCKED,response_code,MVP,results_approver,,result_publication,RESULTS_PUBLISHED,internal,Use standard response codes for RESULT_PUBLISH.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,RESULT_PUBLISH,08.060,Is idempotency/audit required for 'RESULT_PUBLISH'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,results_approver,,result_publication,,restricted,Implement trace_id and audit logging for RESULT_PUBLISH; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,CERT_GENERATE,08.061,What API action 'CERT_GENERATE' does? ,Generate certificates.,api_action,MVP,results_approver,,certificate_workflow,,restricted,Create POST /api/admin/certificates/generate server route/action. Request: participation_id/template_id. Response: certificate records/PDFs.,API test validates CERTIFICATES_GENERATED and CERT_GENERATION_FAILED paths.,Yes
08 Messages and API Actions,CERT_GENERATE,08.062,What success/failure codes apply to 'CERT_GENERATE'?,success=CERTIFICATES_GENERATED; failure=CERT_GENERATION_FAILED,response_code,MVP,results_approver,,certificate_workflow,CERTIFICATES_GENERATED,internal,Use standard response codes for CERT_GENERATE.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,CERT_GENERATE,08.063,Is idempotency/audit required for 'CERT_GENERATE'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,results_approver,,certificate_workflow,,restricted,Implement trace_id and audit logging for CERT_GENERATE; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,CERT_DOWNLOAD,08.064,What API action 'CERT_DOWNLOAD' does? ,Download private certificate PDF.,api_action,MVP,school_coordinator,,certificate_workflow,,sensitive,Create GET /api/certificates/{id}/download server route/action. Request: certificate_id. Response: PDF stream.,API test validates CERTIFICATE_GRANTED and CERTIFICATE_DENIED paths.,Yes
08 Messages and API Actions,CERT_DOWNLOAD,08.065,What success/failure codes apply to 'CERT_DOWNLOAD'?,success=CERTIFICATE_GRANTED; failure=CERTIFICATE_DENIED,response_code,MVP,school_coordinator,,certificate_workflow,CERTIFICATE_GRANTED,internal,Use standard response codes for CERT_DOWNLOAD.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,CERT_DOWNLOAD,08.066,Is idempotency/audit required for 'CERT_DOWNLOAD'?,"idempotency_required=yes; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,school_coordinator,,certificate_workflow,,restricted,Implement trace_id and audit logging for CERT_DOWNLOAD; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
08 Messages and API Actions,CERT_VERIFY,08.067,What API action 'CERT_VERIFY' does? ,Verify certificate publicly.,api_action,MVP,public,,certificate_verification,,sensitive,Create GET /api/public/certificates/{verification_code} server route/action. Request: verification_code. Response: limited verification metadata.,API test validates CERTIFICATE_VALID and CERTIFICATE_INVALID paths.,Yes
08 Messages and API Actions,CERT_VERIFY,08.068,What success/failure codes apply to 'CERT_VERIFY'?,success=CERTIFICATE_VALID; failure=CERTIFICATE_INVALID,response_code,MVP,public,,certificate_verification,CERTIFICATE_VALID,internal,Use standard response codes for CERT_VERIFY.,Assert API returns documented response codes.,Yes
08 Messages and API Actions,CERT_VERIFY,08.069,Is idempotency/audit required for 'CERT_VERIFY'?,"idempotency_required=no; audit_required=yes for mutating actions, downloads, payments and publication",api_control,MVP,public,,certificate_verification,,restricted,Implement trace_id and audit logging for CERT_VERIFY; idempotency if required.,Duplicate request test and audit event test pass where applicable.,Yes
09 Status and Response Codes,school_status,09.001,What does status/code 'lead' mean in 'school_status'?,Controlled code 'lead' in school_status; finality=non_final.,status_code,MVP,,school_status,school,lead,internal,Add lead to school_status enum/code list and handle UI badge.,Status/code lead accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,school_status,09.002,What does status/code 'registered' mean in 'school_status'?,Controlled code 'registered' in school_status; finality=non_final.,status_code,MVP,,school_status,school,registered,internal,Add registered to school_status enum/code list and handle UI badge.,Status/code registered accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,school_status,09.003,What does status/code 'approved' mean in 'school_status'?,Controlled code 'approved' in school_status; finality=final.,status_code,MVP,,school_status,school,approved,internal,Add approved to school_status enum/code list and handle UI badge.,Status/code approved accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,school_status,09.004,What does status/code 'blocked' mean in 'school_status'?,Controlled code 'blocked' in school_status; finality=non_final.,status_code,MVP,,school_status,school,blocked,internal,Add blocked to school_status enum/code list and handle UI badge.,Status/code blocked accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,school_status,09.005,What does status/code 'inactive' mean in 'school_status'?,Controlled code 'inactive' in school_status; finality=final.,status_code,MVP,,school_status,school,inactive,internal,Add inactive to school_status enum/code list and handle UI badge.,Status/code inactive accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.006,What does status/code 'draft' mean in 'participation_status'?,Controlled code 'draft' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,draft,internal,Add draft to participation_status enum/code list and handle UI badge.,Status/code draft accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.007,What does status/code 'submitted' mean in 'participation_status'?,Controlled code 'submitted' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,submitted,internal,Add submitted to participation_status enum/code list and handle UI badge.,Status/code submitted accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.008,What does status/code 'approved' mean in 'participation_status'?,Controlled code 'approved' in participation_status; finality=final.,status_code,MVP,,participation_status,participation,approved,internal,Add approved to participation_status enum/code list and handle UI badge.,Status/code approved accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.009,What does status/code 'students_open' mean in 'participation_status'?,Controlled code 'students_open' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,students_open,internal,Add students_open to participation_status enum/code list and handle UI badge.,Status/code students_open accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.010,What does status/code 'count_finalised' mean in 'participation_status'?,Controlled code 'count_finalised' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,count_finalised,internal,Add count_finalised to participation_status enum/code list and handle UI badge.,Status/code count_finalised accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.011,What does status/code 'payment_pending' mean in 'participation_status'?,Controlled code 'payment_pending' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,payment_pending,internal,Add payment_pending to participation_status enum/code list and handle UI badge.,Status/code payment_pending accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.012,What does status/code 'paid' mean in 'participation_status'?,Controlled code 'paid' in participation_status; finality=final.,status_code,MVP,,participation_status,participation,paid,internal,Add paid to participation_status enum/code list and handle UI badge.,Status/code paid accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.013,What does status/code 'slot_confirmed' mean in 'participation_status'?,Controlled code 'slot_confirmed' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,slot_confirmed,internal,Add slot_confirmed to participation_status enum/code list and handle UI badge.,Status/code slot_confirmed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.014,What does status/code 'materials_released' mean in 'participation_status'?,Controlled code 'materials_released' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,materials_released,internal,Add materials_released to participation_status enum/code list and handle UI badge.,Status/code materials_released accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.015,What does status/code 'exam_completed' mean in 'participation_status'?,Controlled code 'exam_completed' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,exam_completed,internal,Add exam_completed to participation_status enum/code list and handle UI badge.,Status/code exam_completed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.016,What does status/code 'results_published' mean in 'participation_status'?,Controlled code 'results_published' in participation_status; finality=non_final.,status_code,MVP,,participation_status,participation,results_published,internal,Add results_published to participation_status enum/code list and handle UI badge.,Status/code results_published accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.017,What does status/code 'certificates_released' mean in 'participation_status'?,Controlled code 'certificates_released' in participation_status; finality=final.,status_code,MVP,,participation_status,participation,certificates_released,internal,Add certificates_released to participation_status enum/code list and handle UI badge.,Status/code certificates_released accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,participation_status,09.018,What does status/code 'cancelled' mean in 'participation_status'?,Controlled code 'cancelled' in participation_status; finality=final.,status_code,MVP,,participation_status,participation,cancelled,internal,Add cancelled to participation_status enum/code list and handle UI badge.,Status/code cancelled accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.019,What does status/code 'draft' mean in 'payment_status'?,Controlled code 'draft' in payment_status; finality=non_final.,status_code,MVP,,payment_status,payment,draft,internal,Add draft to payment_status enum/code list and handle UI badge.,Status/code draft accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.020,What does status/code 'link_created' mean in 'payment_status'?,Controlled code 'link_created' in payment_status; finality=non_final.,status_code,MVP,,payment_status,payment,link_created,internal,Add link_created to payment_status enum/code list and handle UI badge.,Status/code link_created accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.021,What does status/code 'pending' mean in 'payment_status'?,Controlled code 'pending' in payment_status; finality=non_final.,status_code,MVP,,payment_status,payment,pending,internal,Add pending to payment_status enum/code list and handle UI badge.,Status/code pending accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.022,What does status/code 'paid' mean in 'payment_status'?,Controlled code 'paid' in payment_status; finality=final.,status_code,MVP,,payment_status,payment,paid,internal,Add paid to payment_status enum/code list and handle UI badge.,Status/code paid accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.023,What does status/code 'manually_confirmed' mean in 'payment_status'?,Controlled code 'manually_confirmed' in payment_status; finality=final.,status_code,MVP,,payment_status,payment,manually_confirmed,internal,Add manually_confirmed to payment_status enum/code list and handle UI badge.,Status/code manually_confirmed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.024,What does status/code 'failed' mean in 'payment_status'?,Controlled code 'failed' in payment_status; finality=non_final.,status_code,MVP,,payment_status,payment,failed,internal,Add failed to payment_status enum/code list and handle UI badge.,Status/code failed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.025,What does status/code 'expired' mean in 'payment_status'?,Controlled code 'expired' in payment_status; finality=non_final.,status_code,MVP,,payment_status,payment,expired,internal,Add expired to payment_status enum/code list and handle UI badge.,Status/code expired accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.026,What does status/code 'reversed' mean in 'payment_status'?,Controlled code 'reversed' in payment_status; finality=non_final.,status_code,MVP,,payment_status,payment,reversed,internal,Add reversed to payment_status enum/code list and handle UI badge.,Status/code reversed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,payment_status,09.027,What does status/code 'reconciled' mean in 'payment_status'?,Controlled code 'reconciled' in payment_status; finality=final.,status_code,MVP,,payment_status,payment,reconciled,internal,Add reconciled to payment_status enum/code list and handle UI badge.,Status/code reconciled accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_slot_status,09.028,What does status/code 'draft' mean in 'exam_slot_status'?,Controlled code 'draft' in exam_slot_status; finality=non_final.,status_code,MVP,,exam_slot_status,exam_slot,draft,internal,Add draft to exam_slot_status enum/code list and handle UI badge.,Status/code draft accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_slot_status,09.029,What does status/code 'open' mean in 'exam_slot_status'?,Controlled code 'open' in exam_slot_status; finality=non_final.,status_code,MVP,,exam_slot_status,exam_slot,open,internal,Add open to exam_slot_status enum/code list and handle UI badge.,Status/code open accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_slot_status,09.030,What does status/code 'full' mean in 'exam_slot_status'?,Controlled code 'full' in exam_slot_status; finality=non_final.,status_code,MVP,,exam_slot_status,exam_slot,full,internal,Add full to exam_slot_status enum/code list and handle UI badge.,Status/code full accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_slot_status,09.031,What does status/code 'closed' mean in 'exam_slot_status'?,Controlled code 'closed' in exam_slot_status; finality=final.,status_code,MVP,,exam_slot_status,exam_slot,closed,internal,Add closed to exam_slot_status enum/code list and handle UI badge.,Status/code closed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_slot_status,09.032,What does status/code 'cancelled' mean in 'exam_slot_status'?,Controlled code 'cancelled' in exam_slot_status; finality=final.,status_code,MVP,,exam_slot_status,exam_slot,cancelled,internal,Add cancelled to exam_slot_status enum/code list and handle UI badge.,Status/code cancelled accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_material_status,09.033,What does status/code 'draft' mean in 'exam_material_status'?,Controlled code 'draft' in exam_material_status; finality=non_final.,status_code,MVP,,exam_material_status,exam_material,draft,internal,Add draft to exam_material_status enum/code list and handle UI badge.,Status/code draft accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_material_status,09.034,What does status/code 'approved' mean in 'exam_material_status'?,Controlled code 'approved' in exam_material_status; finality=final.,status_code,MVP,,exam_material_status,exam_material,approved,internal,Add approved to exam_material_status enum/code list and handle UI badge.,Status/code approved accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_material_status,09.035,What does status/code 'release_scheduled' mean in 'exam_material_status'?,Controlled code 'release_scheduled' in exam_material_status; finality=non_final.,status_code,MVP,,exam_material_status,exam_material,release_scheduled,internal,Add release_scheduled to exam_material_status enum/code list and handle UI badge.,Status/code release_scheduled accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_material_status,09.036,What does status/code 'released' mean in 'exam_material_status'?,Controlled code 'released' in exam_material_status; finality=non_final.,status_code,MVP,,exam_material_status,exam_material,released,internal,Add released to exam_material_status enum/code list and handle UI badge.,Status/code released accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_material_status,09.037,What does status/code 'expired' mean in 'exam_material_status'?,Controlled code 'expired' in exam_material_status; finality=non_final.,status_code,MVP,,exam_material_status,exam_material,expired,internal,Add expired to exam_material_status enum/code list and handle UI badge.,Status/code expired accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,exam_material_status,09.038,What does status/code 'revoked' mean in 'exam_material_status'?,Controlled code 'revoked' in exam_material_status; finality=final.,status_code,MVP,,exam_material_status,exam_material,revoked,internal,Add revoked to exam_material_status enum/code list and handle UI badge.,Status/code revoked accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,courier_status,09.039,What does status/code 'pending' mean in 'courier_status'?,Controlled code 'pending' in courier_status; finality=non_final.,status_code,MVP,,courier_status,courier,pending,internal,Add pending to courier_status enum/code list and handle UI badge.,Status/code pending accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,courier_status,09.040,What does status/code 'dispatched' mean in 'courier_status'?,Controlled code 'dispatched' in courier_status; finality=non_final.,status_code,MVP,,courier_status,courier,dispatched,internal,Add dispatched to courier_status enum/code list and handle UI badge.,Status/code dispatched accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,courier_status,09.041,What does status/code 'received' mean in 'courier_status'?,Controlled code 'received' in courier_status; finality=non_final.,status_code,MVP,,courier_status,courier,received,internal,Add received to courier_status enum/code list and handle UI badge.,Status/code received accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,courier_status,09.042,What does status/code 'exception' mean in 'courier_status'?,Controlled code 'exception' in courier_status; finality=non_final.,status_code,MVP,,courier_status,courier,exception,internal,Add exception to courier_status enum/code list and handle UI badge.,Status/code exception accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,courier_status,09.043,What does status/code 'closed' mean in 'courier_status'?,Controlled code 'closed' in courier_status; finality=final.,status_code,MVP,,courier_status,courier,closed,internal,Add closed to courier_status enum/code list and handle UI badge.,Status/code closed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,evaluation_status,09.044,What does status/code 'awaiting_import' mean in 'evaluation_status'?,Controlled code 'awaiting_import' in evaluation_status; finality=non_final.,status_code,MVP,,evaluation_status,evaluation,awaiting_import,internal,Add awaiting_import to evaluation_status enum/code list and handle UI badge.,Status/code awaiting_import accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,evaluation_status,09.045,What does status/code 'imported' mean in 'evaluation_status'?,Controlled code 'imported' in evaluation_status; finality=non_final.,status_code,MVP,,evaluation_status,evaluation,imported,internal,Add imported to evaluation_status enum/code list and handle UI badge.,Status/code imported accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,evaluation_status,09.046,What does status/code 'exceptions_found' mean in 'evaluation_status'?,Controlled code 'exceptions_found' in evaluation_status; finality=non_final.,status_code,MVP,,evaluation_status,evaluation,exceptions_found,internal,Add exceptions_found to evaluation_status enum/code list and handle UI badge.,Status/code exceptions_found accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,evaluation_status,09.047,What does status/code 'reviewed' mean in 'evaluation_status'?,Controlled code 'reviewed' in evaluation_status; finality=non_final.,status_code,MVP,,evaluation_status,evaluation,reviewed,internal,Add reviewed to evaluation_status enum/code list and handle UI badge.,Status/code reviewed accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,evaluation_status,09.048,What does status/code 'approved' mean in 'evaluation_status'?,Controlled code 'approved' in evaluation_status; finality=final.,status_code,MVP,,evaluation_status,evaluation,approved,internal,Add approved to evaluation_status enum/code list and handle UI badge.,Status/code approved accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,evaluation_status,09.049,What does status/code 'rejected' mean in 'evaluation_status'?,Controlled code 'rejected' in evaluation_status; finality=non_final.,status_code,MVP,,evaluation_status,evaluation,rejected,internal,Add rejected to evaluation_status enum/code list and handle UI badge.,Status/code rejected accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.050,What does status/code 'draft' mean in 'result_status'?,Controlled code 'draft' in result_status; finality=non_final.,status_code,MVP,,result_status,result,draft,internal,Add draft to result_status enum/code list and handle UI badge.,Status/code draft accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.051,What does status/code 'imported' mean in 'result_status'?,Controlled code 'imported' in result_status; finality=non_final.,status_code,MVP,,result_status,result,imported,internal,Add imported to result_status enum/code list and handle UI badge.,Status/code imported accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.052,What does status/code 'under_review' mean in 'result_status'?,Controlled code 'under_review' in result_status; finality=non_final.,status_code,MVP,,result_status,result,under_review,internal,Add under_review to result_status enum/code list and handle UI badge.,Status/code under_review accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.053,What does status/code 'approved' mean in 'result_status'?,Controlled code 'approved' in result_status; finality=final.,status_code,MVP,,result_status,result,approved,internal,Add approved to result_status enum/code list and handle UI badge.,Status/code approved accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.054,What does status/code 'published' mean in 'result_status'?,Controlled code 'published' in result_status; finality=final.,status_code,MVP,,result_status,result,published,internal,Add published to result_status enum/code list and handle UI badge.,Status/code published accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.055,What does status/code 'corrected' mean in 'result_status'?,Controlled code 'corrected' in result_status; finality=non_final.,status_code,MVP,,result_status,result,corrected,internal,Add corrected to result_status enum/code list and handle UI badge.,Status/code corrected accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,result_status,09.056,What does status/code 'withheld' mean in 'result_status'?,Controlled code 'withheld' in result_status; finality=non_final.,status_code,MVP,,result_status,result,withheld,internal,Add withheld to result_status enum/code list and handle UI badge.,Status/code withheld accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,certificate_status,09.057,What does status/code 'draft' mean in 'certificate_status'?,Controlled code 'draft' in certificate_status; finality=non_final.,status_code,MVP,,certificate_status,certificate,draft,internal,Add draft to certificate_status enum/code list and handle UI badge.,Status/code draft accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,certificate_status,09.058,What does status/code 'generated' mean in 'certificate_status'?,Controlled code 'generated' in certificate_status; finality=non_final.,status_code,MVP,,certificate_status,certificate,generated,internal,Add generated to certificate_status enum/code list and handle UI badge.,Status/code generated accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,certificate_status,09.059,What does status/code 'issued' mean in 'certificate_status'?,Controlled code 'issued' in certificate_status; finality=final.,status_code,MVP,,certificate_status,certificate,issued,internal,Add issued to certificate_status enum/code list and handle UI badge.,Status/code issued accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,certificate_status,09.060,What does status/code 'revoked' mean in 'certificate_status'?,Controlled code 'revoked' in certificate_status; finality=final.,status_code,MVP,,certificate_status,certificate,revoked,internal,Add revoked to certificate_status enum/code list and handle UI badge.,Status/code revoked accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.061,What does status/code 'SUCCESS' mean in 'api_response_code'?,Controlled code 'SUCCESS' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,SUCCESS,internal,Add SUCCESS to api_response_code enum/code list and handle UI badge.,Status/code SUCCESS accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.062,What does status/code 'VALIDATION_FAILED' mean in 'api_response_code'?,Controlled code 'VALIDATION_FAILED' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,VALIDATION_FAILED,internal,Add VALIDATION_FAILED to api_response_code enum/code list and handle UI badge.,Status/code VALIDATION_FAILED accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.063,What does status/code 'UNAUTHORIZED' mean in 'api_response_code'?,Controlled code 'UNAUTHORIZED' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,UNAUTHORIZED,internal,Add UNAUTHORIZED to api_response_code enum/code list and handle UI badge.,Status/code UNAUTHORIZED accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.064,What does status/code 'FORBIDDEN' mean in 'api_response_code'?,Controlled code 'FORBIDDEN' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,FORBIDDEN,internal,Add FORBIDDEN to api_response_code enum/code list and handle UI badge.,Status/code FORBIDDEN accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.065,What does status/code 'NOT_FOUND' mean in 'api_response_code'?,Controlled code 'NOT_FOUND' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,NOT_FOUND,internal,Add NOT_FOUND to api_response_code enum/code list and handle UI badge.,Status/code NOT_FOUND accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.066,What does status/code 'INVALID_STATUS' mean in 'api_response_code'?,Controlled code 'INVALID_STATUS' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,INVALID_STATUS,internal,Add INVALID_STATUS to api_response_code enum/code list and handle UI badge.,Status/code INVALID_STATUS accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.067,What does status/code 'DUPLICATE_REQUEST' mean in 'api_response_code'?,Controlled code 'DUPLICATE_REQUEST' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,DUPLICATE_REQUEST,internal,Add DUPLICATE_REQUEST to api_response_code enum/code list and handle UI badge.,Status/code DUPLICATE_REQUEST accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.068,What does status/code 'RATE_LIMITED' mean in 'api_response_code'?,Controlled code 'RATE_LIMITED' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,RATE_LIMITED,internal,Add RATE_LIMITED to api_response_code enum/code list and handle UI badge.,Status/code RATE_LIMITED accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.069,What does status/code 'PAYMENT_REQUIRED' mean in 'api_response_code'?,Controlled code 'PAYMENT_REQUIRED' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,PAYMENT_REQUIRED,internal,Add PAYMENT_REQUIRED to api_response_code enum/code list and handle UI badge.,Status/code PAYMENT_REQUIRED accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.070,What does status/code 'WEBHOOK_REJECTED' mean in 'api_response_code'?,Controlled code 'WEBHOOK_REJECTED' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,WEBHOOK_REJECTED,internal,Add WEBHOOK_REJECTED to api_response_code enum/code list and handle UI badge.,Status/code WEBHOOK_REJECTED accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.071,What does status/code 'FILE_DENIED' mean in 'api_response_code'?,Controlled code 'FILE_DENIED' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,FILE_DENIED,internal,Add FILE_DENIED to api_response_code enum/code list and handle UI badge.,Status/code FILE_DENIED accepted where allowed and rejected where invalid.,Yes
09 Status and Response Codes,api_response_code,09.072,What does status/code 'SERVER_ERROR' mean in 'api_response_code'?,Controlled code 'SERVER_ERROR' in api_response_code; finality=non_final.,status_code,MVP,,api_response_code,api_response_code,SERVER_ERROR,internal,Add SERVER_ERROR to api_response_code enum/code list and handle UI badge.,Status/code SERVER_ERROR accepted where allowed and rejected where invalid.,Yes
10 Validation Rules,school_required_fields,10.001,What validation rule 'school_required_fields' applies?,"School registration requires name, city, state, coordinator name, coordinator email, olympiad selection.",validation_rule,MVP,school_coordinator,schools,school_registration,,sensitive,"Implement validation school_required_fields: School registration requires name, city, state, coordinator name, coordinator email, olympiad selection.",Test validation expected behavior: Block submit and show inline errors.,Yes
10 Validation Rules,school_duplicate_check,10.002,What validation rule 'school_duplicate_check' applies?,Prevent duplicate active school registration for same school name/email/domain and olympiad unless admin overrides.,validation_rule,MVP,operations_staff,schools,school_registration,,sensitive,Implement validation school_duplicate_check: Prevent duplicate active school registration for same school name/email/domain and olympiad unless admin overrides.,Test validation expected behavior: Create duplicate warning and admin override audit.,Yes
10 Validation Rules,coordinator_email_valid,10.003,What validation rule 'coordinator_email_valid' applies?,Coordinator email must be syntactically valid and unique for active school user mapping unless intentionally shared.,validation_rule,MVP,school_coordinator,school_users,school_registration,,sensitive,Implement validation coordinator_email_valid: Coordinator email must be syntactically valid and unique for active school user mapping unless intentionally shared.,Test validation expected behavior: Reject invalid email.,Yes
10 Validation Rules,student_file_type,10.004,What validation rule 'student_file_type' applies?,Student upload accepts CSV/XLSX only.,validation_rule,MVP,school_coordinator,students,student_registration,,sensitive,Implement validation student_file_type: Student upload accepts CSV/XLSX only.,Test validation expected behavior: Reject unsupported file types.,Yes
10 Validation Rules,student_file_size,10.005,What validation rule 'student_file_size' applies?,"Student upload max size should be configurable, default 10 MB.",validation_rule,MVP,school_coordinator,files,student_registration,,sensitive,"Implement validation student_file_size: Student upload max size should be configurable, default 10 MB.",Test validation expected behavior: Reject oversized files.,Yes
10 Validation Rules,student_required_columns,10.006,What validation rule 'student_required_columns' applies?,"Student upload must include student_name, grade, olympiad/subject or participation mapping, consent_obtained.",validation_rule,MVP,school_coordinator,students,student_registration,,sensitive,"Implement validation student_required_columns: Student upload must include student_name, grade, olympiad/subject or participation mapping, consent_obtained.",Test validation expected behavior: Reject missing mandatory columns.,Yes
