section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
15 Security Hardening,input_validation,15.010,What security control 'Input validation' is required?,Validate all server inputs using schema validation; never trust client-side validation alone.,security_control,MVP,all_users,api,security_hardening,,restricted,Implement security control input_validation: Validate all server inputs using schema validation; never trust client-side validation alone.,Security test verifies input_validation.,Yes
15 Security Hardening,upload_validation,15.011,What security control 'Upload validation' is required?,"Validate file type, size, extension, MIME, and expected parser format before processing.",security_control,MVP,"school_coordinator,staff",files,security_hardening,,restricted,"Implement security control upload_validation: Validate file type, size, extension, MIME, and expected parser format before processing.",Security test verifies upload_validation.,Yes
15 Security Hardening,secrets_policy,15.012,What security control 'Secrets protection' is required?,"No secrets in browser, GitHub, logs, CSV, screenshots or generated documentation; .env.example uses placeholders only.",security_control,MVP,"developer,system_admin",secrets,security_hardening,,restricted,"Implement security control secrets_policy: No secrets in browser, GitHub, logs, CSV, screenshots or generated documentation; .env.example uses placeholders only.",Security test verifies secrets_policy.,Yes
15 Security Hardening,error_safety,15.013,What security control 'Safe error messages' is required?,"User-facing errors must be clear but not reveal internal table names, tokens, stack traces, SQL/API details.",security_control,MVP,all_users,api,security_hardening,,restricted,"Implement security control error_safety: User-facing errors must be clear but not reveal internal table names, tokens, stack traces, SQL/API details.",Security test verifies error_safety.,Yes
15 Security Hardening,audit_required,15.014,What security control 'Audit critical actions' is required?,"Audit login failures, role changes, payment updates, manual overrides, result changes, file downloads, certificate actions.",security_control,MVP,all_users,audit_events,security_hardening,,restricted,"Implement security control audit_required: Audit login failures, role changes, payment updates, manual overrides, result changes, file downloads, certificate actions.",Security test verifies audit_required.,Yes
15 Security Hardening,least_privilege,15.015,What security control 'Least privilege roles' is required?,Each role only receives permissions required for its workflow; delete disabled by default.,security_control,MVP,all_roles,permissions,security_hardening,,restricted,Implement security control least_privilege: Each role only receives permissions required for its workflow; delete disabled by default.,Security test verifies least_privilege.,Yes
15 Security Hardening,session_timeout,15.016,What security control 'Session timeout' is required?,Use reasonable session timeout; require re-authentication for high-risk admin/payment actions if possible.,security_control,MVP,all_users,authentication,security_hardening,,restricted,Implement security control session_timeout: Use reasonable session timeout; require re-authentication for high-risk admin/payment actions if possible.,Security test verifies session_timeout.,Yes
15 Security Hardening,csrf_protection,15.017,What security control 'CSRF protection' is required?,Protect mutating routes using same-site cookies/CSRF tokens or framework equivalent.,security_control,MVP,all_users,api,security_hardening,,restricted,Implement security control csrf_protection: Protect mutating routes using same-site cookies/CSRF tokens or framework equivalent.,Security test verifies csrf_protection.,Yes
15 Security Hardening,cors_restriction,15.018,What security control 'CORS restriction' is required?,Restrict API/CORS origins to approved portal domains in production.,security_control,MVP,system_admin,deployment,security_hardening,,restricted,Implement security control cors_restriction: Restrict API/CORS origins to approved portal domains in production.,Security test verifies cors_restriction.,Yes
15 Security Hardening,security_headers,15.019,What security control 'Security headers' is required?,"Add CSP, X-Frame-Options/frame-ancestors, Referrer-Policy, X-Content-Type-Options and HSTS where supported.",security_control,MVP,system_admin,frontend,security_hardening,,restricted,"Implement security control security_headers: Add CSP, X-Frame-Options/frame-ancestors, Referrer-Policy, X-Content-Type-Options and HSTS where supported.",Security test verifies security_headers.,Yes
15 Security Hardening,dependency_scanning,15.020,What security control 'Dependency security' is required?,Run npm audit or equivalent dependency checks; avoid abandoned packages for auth/payments/files.,security_control,MVP,developer,codebase,security_hardening,,internal,Implement security control dependency_scanning: Run npm audit or equivalent dependency checks; avoid abandoned packages for auth/payments/files.,Security test verifies dependency_scanning.,Yes
15 Security Hardening,logging_redaction,15.021,What security control 'Log redaction' is required?,"Mask tokens, passwords, parent contacts, payment references where not needed, and webhook raw secrets.",security_control,MVP,system,logs,security_hardening,,restricted,"Implement security control logging_redaction: Mask tokens, passwords, parent contacts, payment references where not needed, and webhook raw secrets.",Security test verifies logging_redaction.,Yes
15 Security Hardening,backup_access,15.022,What security control 'Backup access control' is required?,Backups restricted to system_admin; backup downloads logged; encrypted where available.,security_control,MVP,system_admin,backups,security_hardening,,restricted,Implement security control backup_access: Backups restricted to system_admin; backup downloads logged; encrypted where available.,Security test verifies backup_access.,Yes
15 Security Hardening,staging_data,15.023,What security control 'Staging data safety' is required?,No real student/parent data in staging unless anonymised and approved.,security_control,MVP,"developer,system_admin",staging,security_hardening,,restricted,Implement security control staging_data: No real student/parent data in staging unless anonymised and approved.,Security test verifies staging_data.,Yes
15 Security Hardening,delete_policy,15.024,What security control 'Delete protection' is required?,Prefer archive/revoke/status over hard delete; destructive deletes require system_admin and audit.,security_control,MVP,system_admin,all_entities,security_hardening,,restricted,Implement security control delete_policy: Prefer archive/revoke/status over hard delete; destructive deletes require system_admin and audit.,Security test verifies delete_policy.,Yes
15 Security Hardening,public_verification_limit,15.025,What security control 'Public verification minimisation' is required?,Public certificate verification returns only approved fields and is rate-limited.,security_control,MVP,public,certificates,security_hardening,,public,Implement security control public_verification_limit: Public certificate verification returns only approved fields and is rate-limited.,Security test verifies public_verification_limit.,Yes
15 Security Hardening,admin_builder_account,15.026,What security control 'MCP builder account' is required?,"Directus MCP/agent builder uses dedicated account, limited time, no personal admin token, delete disabled where possible.",security_control,MVP,"developer,system_admin",directus_mcp,security_hardening,,restricted,"Implement security control admin_builder_account: Directus MCP/agent builder uses dedicated account, limited time, no personal admin token, delete disabled where possible.",Security test verifies admin_builder_account.,Yes
15 Security Hardening,change_review_gate,15.027,What security control 'Security review gate' is required?,"Any permission, payment, student data, file access, public endpoint or schema change requires security review row/change ticket.",security_control,MVP,"developer,system_admin",changes,security_hardening,,restricted,"Implement security control change_review_gate: Any permission, payment, student data, file access, public endpoint or schema change requires security review row/change ticket.",Security test verifies change_review_gate.,Yes
16 Privacy and Children's Data,data_minimisation,16.001,What privacy rule 'data_minimisation' applies?,"Collect only data required for school participation, exam administration, results and certificate generation.",privacy_rule,MVP,"business_owner,system_admin,developer","students,parents,schools",privacy,,sensitive,"Implement privacy rule data_minimisation: Collect only data required for school participation, exam administration, results and certificate generation.",Privacy/security test verifies data_minimisation.,Yes
16 Privacy and Children's Data,children_data_classification,16.002,What privacy rule 'children_data_classification' applies?,Student data is sensitive children's data and must never be publicly exposed except approved certificate verification fields.,privacy_rule,MVP,"business_owner,system_admin,developer",students,privacy,,sensitive,Implement privacy rule children_data_classification: Student data is sensitive children's data and must never be publicly exposed except approved certificate verification fields.,Privacy/security test verifies children_data_classification.,Yes
16 Privacy and Children's Data,no_government_ids,16.003,What privacy rule 'no_government_ids' applies?,"Do not collect Aadhaar, passport, government ID, bank card or medical data in MVP.",privacy_rule,MVP,"business_owner,system_admin,developer","students,parents",privacy,,restricted,"Implement privacy rule no_government_ids: Do not collect Aadhaar, passport, government ID, bank card or medical data in MVP.",Privacy/security test verifies no_government_ids.,Yes
16 Privacy and Children's Data,parent_contact_minimisation,16.004,What privacy rule 'parent_contact_minimisation' applies?,Avoid parent contact fields in MVP unless a specific consent/notification flow requires it.,privacy_rule,MVP,"business_owner,system_admin,developer","parents,students",privacy,,sensitive,Implement privacy rule parent_contact_minimisation: Avoid parent contact fields in MVP unless a specific consent/notification flow requires it.,Privacy/security test verifies parent_contact_minimisation.,Yes
16 Privacy and Children's Data,consent_model,16.005,What privacy rule 'consent_model' applies?,Use school-level declaration confirming parent consent obtained; individual parent login/forms are future optional.,privacy_rule,MVP,"business_owner,system_admin,developer","participations,students",privacy,,sensitive,Implement privacy rule consent_model: Use school-level declaration confirming parent consent obtained; individual parent login/forms are future optional.,Privacy/security test verifies consent_model.,Yes
16 Privacy and Children's Data,consent_required_for_finalisation,16.006,What privacy rule 'consent_required_for_finalisation' applies?,A student cannot be finalised for exam unless consent_obtained=true or school declaration covers the student.,privacy_rule,MVP,"business_owner,system_admin,developer","students,participations",privacy,,sensitive,Implement privacy rule consent_required_for_finalisation: A student cannot be finalised for exam unless consent_obtained=true or school declaration covers the student.,Privacy/security test verifies consent_required_for_finalisation.,Yes
16 Privacy and Children's Data,public_certificate_fields,16.007,What privacy rule 'public_certificate_fields' applies?,"Public certificate verification may show only verification status, student name, school name, olympiad, certificate type, award, issue/revocation status and issue date.",privacy_rule,MVP,"business_owner,system_admin,developer",certificates,privacy,,public,"Implement privacy rule public_certificate_fields: Public certificate verification may show only verification status, student name, school name, olympiad, certificate type, award, issue/revocation status and issue date.",Privacy/security test verifies public_certificate_fields.,Yes
16 Privacy and Children's Data,certificate_private_pdf,16.008,What privacy rule 'certificate_private_pdf' applies?,Certificate PDF file remains private and cannot be directly accessed by public verification route.,privacy_rule,MVP,"business_owner,system_admin,developer","certificates,files",privacy,,sensitive,Implement privacy rule certificate_private_pdf: Certificate PDF file remains private and cannot be directly accessed by public verification route.,Privacy/security test verifies certificate_private_pdf.,Yes
16 Privacy and Children's Data,evaluator_data_minimisation,16.009,What privacy rule 'evaluator_data_minimisation' applies?,"Evaluators see candidate/evaluation data only, not parent contact, payment status, school finance notes or unnecessary personal fields.",privacy_rule,MVP,"business_owner,system_admin,developer","results,students",privacy,,sensitive,"Implement privacy rule evaluator_data_minimisation: Evaluators see candidate/evaluation data only, not parent contact, payment status, school finance notes or unnecessary personal fields.",Privacy/security test verifies evaluator_data_minimisation.,Yes
16 Privacy and Children's Data,finance_data_minimisation,16.010,What privacy rule 'finance_data_minimisation' applies?,"Finance sees payment and school billing data, not detailed marks/ranking edits beyond payment gating needs.",privacy_rule,MVP,"business_owner,system_admin,developer","payments,results",privacy,,restricted,"Implement privacy rule finance_data_minimisation: Finance sees payment and school billing data, not detailed marks/ranking edits beyond payment gating needs.",Privacy/security test verifies finance_data_minimisation.,Yes
16 Privacy and Children's Data,school_data_isolation,16.011,What privacy rule 'school_data_isolation' applies?,"School coordinator sees only own school students, own payments summary, own results and own certificates.",privacy_rule,MVP,"business_owner,system_admin,developer","schools,students,payments,results",privacy,,sensitive,"Implement privacy rule school_data_isolation: School coordinator sees only own school students, own payments summary, own results and own certificates.",Privacy/security test verifies school_data_isolation.,Yes
16 Privacy and Children's Data,export_restriction,16.012,What privacy rule 'export_restriction' applies?,"Exports containing student data are limited to school coordinator own-school, operations/admin, and result approver roles as required.",privacy_rule,MVP,"business_owner,system_admin,developer","students,results,exports",privacy,,sensitive,"Implement privacy rule export_restriction: Exports containing student data are limited to school coordinator own-school, operations/admin, and result approver roles as required.",Privacy/security test verifies export_restriction.,Yes
16 Privacy and Children's Data,retention_policy_student,16.013,What privacy rule 'retention_policy_student' applies?,Student/results/certificate records retained for configured academic/legal period; deletion/archival policy must be approved before production.,privacy_rule,MVP,"business_owner,system_admin,developer","students,results,certificates",privacy,,sensitive,Implement privacy rule retention_policy_student: Student/results/certificate records retained for configured academic/legal period; deletion/archival policy must be approved before production.,Privacy/security test verifies retention_policy_student.,Yes
16 Privacy and Children's Data,retention_policy_uploads,16.014,What privacy rule 'retention_policy_uploads' applies?,"Raw upload files, OMR scans and courier evidence have defined retention period and restricted access.",privacy_rule,MVP,"business_owner,system_admin,developer","files,omr_imports,courier_batches",privacy,,restricted,"Implement privacy rule retention_policy_uploads: Raw upload files, OMR scans and courier evidence have defined retention period and restricted access.",Privacy/security test verifies retention_policy_uploads.,Yes
16 Privacy and Children's Data,right_to_correction,16.015,What privacy rule 'right_to_correction' applies?,"Corrections to student/result/certificate records require controlled workflow and audit, not silent edits.",privacy_rule,MVP,"business_owner,system_admin,developer","students,results,certificates",privacy,,sensitive,"Implement privacy rule right_to_correction: Corrections to student/result/certificate records require controlled workflow and audit, not silent edits.",Privacy/security test verifies right_to_correction.,Yes
16 Privacy and Children's Data,data_deletion_request,16.016,What privacy rule 'data_deletion_request' applies?,Deletion requests are handled manually by admin with legal/operational review; hard delete disabled by default.,privacy_rule,MVP,"business_owner,system_admin,developer",all_sensitive_entities,privacy,,restricted,Implement privacy rule data_deletion_request: Deletion requests are handled manually by admin with legal/operational review; hard delete disabled by default.,Privacy/security test verifies data_deletion_request.,Yes
16 Privacy and Children's Data,staging_anonymisation,16.017,What privacy rule 'staging_anonymisation' applies?,"Use fake/anonymised school/student data in staging, tests and demos.",privacy_rule,MVP,"business_owner,system_admin,developer","staging,test_data",privacy,,restricted,"Implement privacy rule staging_anonymisation: Use fake/anonymised school/student data in staging, tests and demos.",Privacy/security test verifies staging_anonymisation.,Yes
16 Privacy and Children's Data,email_privacy,16.018,What privacy rule 'email_privacy' applies?,"Emails must not attach full student lists, certificates ZIPs, question papers or sensitive reports; send secure login links instead.",privacy_rule,MVP,"business_owner,system_admin,developer","notifications,files",privacy,,sensitive,"Implement privacy rule email_privacy: Emails must not attach full student lists, certificates ZIPs, question papers or sensitive reports; send secure login links instead.",Privacy/security test verifies email_privacy.,Yes
16 Privacy and Children's Data,audit_privacy,16.019,What privacy rule 'audit_privacy' applies?,Audit logs should record action metadata but avoid storing full sensitive before/after payloads unless necessary and restricted.,privacy_rule,MVP,"business_owner,system_admin,developer",audit_events,privacy,,restricted,Implement privacy rule audit_privacy: Audit logs should record action metadata but avoid storing full sensitive before/after payloads unless necessary and restricted.,Privacy/security test verifies audit_privacy.,Yes
16 Privacy and Children's Data,privacy_review_gate,16.020,What privacy rule 'privacy_review_gate' applies?,"Any new feature involving students, parents, public pages, exports, emails, AI or analytics requires privacy review.",privacy_rule,MVP,"business_owner,system_admin,developer",changes,privacy,,restricted,"Implement privacy rule privacy_review_gate: Any new feature involving students, parents, public pages, exports, emails, AI or analytics requires privacy review.",Privacy/security test verifies privacy_review_gate.,Yes
17 Audit Reconciliation and Reversal,audit_event_schema,17.001,What audit/reconciliation/reversal rule 'audit_event_schema' applies?,"Every audit event stores trace_id, actor_user_id, actor_role, action, entity_name, entity_id, previous_status, new_status, timestamp, ip_address, reason, external_reference.",audit_reconciliation_rule,MVP,"system,staff",audit_events,all,,restricted,"Implement rule audit_event_schema: Every audit event stores trace_id, actor_user_id, actor_role, action, entity_name, entity_id, previous_status, new_status, timestamp, ip_address, reason, external_reference.",Audit/reconciliation test verifies audit_event_schema.,Yes
17 Audit Reconciliation and Reversal,login_audit,17.002,What audit/reconciliation/reversal rule 'login_audit' applies?,"Log successful and failed login attempts with user reference, timestamp, IP and reason category.",audit_reconciliation_rule,MVP,"system,staff",audit_events,authentication,,restricted,"Implement rule login_audit: Log successful and failed login attempts with user reference, timestamp, IP and reason category.",Audit/reconciliation test verifies login_audit.,Yes
17 Audit Reconciliation and Reversal,role_change_audit,17.003,What audit/reconciliation/reversal rule 'role_change_audit' applies?,"Log role, permission and school_user mapping changes.",audit_reconciliation_rule,MVP,"system,staff","audit_events,permissions",permission_management,,restricted,"Implement rule role_change_audit: Log role, permission and school_user mapping changes.",Audit/reconciliation test verifies role_change_audit.,Yes
17 Audit Reconciliation and Reversal,school_approval_audit,17.004,What audit/reconciliation/reversal rule 'school_approval_audit' applies?,Log school approval/block/unblock actions with approving actor and notes.,audit_reconciliation_rule,MVP,"system,staff","schools,participations",school_onboarding,,sensitive,Implement rule school_approval_audit: Log school approval/block/unblock actions with approving actor and notes.,Audit/reconciliation test verifies school_approval_audit.,Yes
17 Audit Reconciliation and Reversal,student_upload_audit,17.005,What audit/reconciliation/reversal rule 'student_upload_audit' applies?,"Log student upload file, validation summary, finalisation and overrides.",audit_reconciliation_rule,MVP,"system,staff","students,files,participations",student_registration,,sensitive,"Implement rule student_upload_audit: Log student upload file, validation summary, finalisation and overrides.",Audit/reconciliation test verifies student_upload_audit.,Yes
17 Audit Reconciliation and Reversal,payment_creation_audit,17.006,What audit/reconciliation/reversal rule 'payment_creation_audit' applies?,"Log payment link creation, expected amount, provider link id and trace_id.",audit_reconciliation_rule,MVP,"system,staff",payments,payment_workflow,,restricted,"Implement rule payment_creation_audit: Log payment link creation, expected amount, provider link id and trace_id.",Audit/reconciliation test verifies payment_creation_audit.,Yes
17 Audit Reconciliation and Reversal,payment_webhook_audit,17.007,What audit/reconciliation/reversal rule 'payment_webhook_audit' applies?,"Log verified payment webhook event id, provider payment id, result status and idempotency decision.",audit_reconciliation_rule,MVP,"system,staff","payments,audit_events",payment_workflow,,restricted,"Implement rule payment_webhook_audit: Log verified payment webhook event id, provider payment id, result status and idempotency decision.",Audit/reconciliation test verifies payment_webhook_audit.,Yes
17 Audit Reconciliation and Reversal,manual_payment_audit,17.008,What audit/reconciliation/reversal rule 'manual_payment_audit' applies?,"Manual paid marking requires evidence, reason, actor, timestamp and before/after status.",audit_reconciliation_rule,MVP,"system,staff",payments,payment_workflow,,restricted,"Implement rule manual_payment_audit: Manual paid marking requires evidence, reason, actor, timestamp and before/after status.",Audit/reconciliation test verifies manual_payment_audit.,Yes
17 Audit Reconciliation and Reversal,payment_reversal_rule,17.009,What audit/reconciliation/reversal rule 'payment_reversal_rule' applies?,Payment reversal allowed only for finance_admin/system_admin with reason and evidence; it reopens payment gate and blocks future material release if not already handled.,audit_reconciliation_rule,MVP,"system,staff","payments,participations",payment_workflow,,restricted,Implement rule payment_reversal_rule: Payment reversal allowed only for finance_admin/system_admin with reason and evidence; it reopens payment gate and blocks future material release if not already handled.,Audit/reconciliation test verifies payment_reversal_rule.,Yes
17 Audit Reconciliation and Reversal,payment_reconciliation_report,17.010,What audit/reconciliation/reversal rule 'payment_reconciliation_report' applies?,"School-wise payment reconciliation proves correctness using school_id, participation_id, invoice/payment_code, expected amount, received amount, commission, provider reference and reconciliation status.",audit_reconciliation_rule,MVP,"system,staff","payments,participations",payment_workflow,,restricted,"Implement rule payment_reconciliation_report: School-wise payment reconciliation proves correctness using school_id, participation_id, invoice/payment_code, expected amount, received amount, commission, provider reference and reconciliation status.",Audit/reconciliation test verifies payment_reconciliation_report.,Yes
17 Audit Reconciliation and Reversal,student_count_reconciliation,17.011,What audit/reconciliation/reversal rule 'student_count_reconciliation' applies?,"Student count reconciliation compares uploaded valid students, finalised count, payment amount, OMR received sheets and result count.",audit_reconciliation_rule,MVP,"system,staff","students,participations,courier_batches,results","student_registration,evaluation_workflow",,sensitive,"Implement rule student_count_reconciliation: Student count reconciliation compares uploaded valid students, finalised count, payment amount, OMR received sheets and result count.",Audit/reconciliation test verifies student_count_reconciliation.,Yes
17 Audit Reconciliation and Reversal,courier_count_reconciliation,17.012,What audit/reconciliation/reversal rule 'courier_count_reconciliation' applies?,"Courier reconciliation compares expected sheets, dispatched sheets, received sheets, missing/damaged/extra sheets and exception status.",audit_reconciliation_rule,MVP,"system,staff",courier_batches,courier_workflow,,sensitive,"Implement rule courier_count_reconciliation: Courier reconciliation compares expected sheets, dispatched sheets, received sheets, missing/damaged/extra sheets and exception status.",Audit/reconciliation test verifies courier_count_reconciliation.,Yes
17 Audit Reconciliation and Reversal,omr_import_reconciliation,17.013,What audit/reconciliation/reversal rule 'omr_import_reconciliation' applies?,"OMR reconciliation compares CSV row count, candidate matches, duplicate candidate IDs, score range failures and exception rows.",audit_reconciliation_rule,MVP,"system,staff","omr_imports,results",evaluation_workflow,,restricted,"Implement rule omr_import_reconciliation: OMR reconciliation compares CSV row count, candidate matches, duplicate candidate IDs, score range failures and exception rows.",Audit/reconciliation test verifies omr_import_reconciliation.,Yes
17 Audit Reconciliation and Reversal,ranking_reconciliation,17.014,What audit/reconciliation/reversal rule 'ranking_reconciliation' applies?,"Ranking reconciliation proves sort logic, tie-breakers, award category mapping and count of published students.",audit_reconciliation_rule,MVP,"system,staff",results,result_publication,,restricted,"Implement rule ranking_reconciliation: Ranking reconciliation proves sort logic, tie-breakers, award category mapping and count of published students.",Audit/reconciliation test verifies ranking_reconciliation.,Yes
17 Audit Reconciliation and Reversal,result_correction_rule,17.015,What audit/reconciliation/reversal rule 'result_correction_rule' applies?,"Published result correction requires reason, before/after values, approver and correction notification decision.",audit_reconciliation_rule,MVP,"system,staff",results,result_publication,,sensitive,"Implement rule result_correction_rule: Published result correction requires reason, before/after values, approver and correction notification decision.",Audit/reconciliation test verifies result_correction_rule.,Yes
17 Audit Reconciliation and Reversal,certificate_generation_audit,17.016,What audit/reconciliation/reversal rule 'certificate_generation_audit' applies?,"Log certificate generation batch, template version, result set, PDF file ids and actor.",audit_reconciliation_rule,MVP,"system,staff","certificates,files",certificate_workflow,,sensitive,"Implement rule certificate_generation_audit: Log certificate generation batch, template version, result set, PDF file ids and actor.",Audit/reconciliation test verifies certificate_generation_audit.,Yes
17 Audit Reconciliation and Reversal,certificate_revocation_rule,17.017,What audit/reconciliation/reversal rule 'certificate_revocation_rule' applies?,"Certificate revocation requires reason, actor, timestamp, public verification status update and school notification decision.",audit_reconciliation_rule,MVP,"system,staff",certificates,certificate_workflow,,sensitive,"Implement rule certificate_revocation_rule: Certificate revocation requires reason, actor, timestamp, public verification status update and school notification decision.",Audit/reconciliation test verifies certificate_revocation_rule.,Yes
17 Audit Reconciliation and Reversal,file_download_audit,17.018,What audit/reconciliation/reversal rule 'file_download_audit' applies?,"Log exam material, result report, certificate and sensitive file downloads with actor, file id, entity id, timestamp and IP.",audit_reconciliation_rule,MVP,"system,staff","files,audit_events",file_access,,restricted,"Implement rule file_download_audit: Log exam material, result report, certificate and sensitive file downloads with actor, file id, entity id, timestamp and IP.",Audit/reconciliation test verifies file_download_audit.,Yes
17 Audit Reconciliation and Reversal,export_audit,17.019,What audit/reconciliation/reversal rule 'export_audit' applies?,"Any export of students, payments, results, certificates or audit logs is itself audited.",audit_reconciliation_rule,MVP,"system,staff","exports,audit_events",exports,,restricted,"Implement rule export_audit: Any export of students, payments, results, certificates or audit logs is itself audited.",Audit/reconciliation test verifies export_audit.,Yes
17 Audit Reconciliation and Reversal,exception_queue,17.020,What audit/reconciliation/reversal rule 'exception_queue' applies?,"Create exception queue/report for payment mismatches, student validation failures, courier mismatches, OMR errors, ranking issues and certificate generation failures.",audit_reconciliation_rule,MVP,"system,staff",exceptions,operations,,restricted,"Implement rule exception_queue: Create exception queue/report for payment mismatches, student validation failures, courier mismatches, OMR errors, ranking issues and certificate generation failures.",Audit/reconciliation test verifies exception_queue.,Yes
17 Audit Reconciliation and Reversal,reversal_no_hard_delete,17.021,What audit/reconciliation/reversal rule 'reversal_no_hard_delete' applies?,Reversals/cancellations create new status/audit entries; do not hard-delete historical payment/result/certificate records.,audit_reconciliation_rule,MVP,"system,staff","payments,results,certificates",all,,restricted,Implement rule reversal_no_hard_delete: Reversals/cancellations create new status/audit entries; do not hard-delete historical payment/result/certificate records.,Audit/reconciliation test verifies reversal_no_hard_delete.,Yes
17 Audit Reconciliation and Reversal,reconciliation_frequency,17.022,What audit/reconciliation/reversal rule 'reconciliation_frequency' applies?,"Run reconciliation before material release, before result publication, before certificate issue and during final go-live checks.",audit_reconciliation_rule,MVP,"system,staff","payments,courier_batches,results,certificates",operations,,restricted,"Implement rule reconciliation_frequency: Run reconciliation before material release, before result publication, before certificate issue and during final go-live checks.",Audit/reconciliation test verifies reconciliation_frequency.,Yes
18 Tests,unit_schema_fields,18.001,What test 'unit_schema_fields' is required?,Validate required Directus field/spec definitions exist for each MVP collection.,test_case,MVP,developer,schema,schema,,internal,Create automated or checklist test for unit_schema_fields.,Test case objective: Validate required Directus field/spec definitions exist for each MVP collection.,Yes
18 Tests,unit_fee_calculation,18.002,What test 'unit_fee_calculation' is required?,"Given count, fee and commission, gross/commission/net payable are calculated correctly.",test_case,MVP,developer,payments,payments,,restricted,Create automated or checklist test for unit_fee_calculation.,"Test case objective: Given count, fee and commission, gross/commission/net payable are calculated correctly.",Yes
18 Tests,unit_candidate_id_generation,18.003,What test 'unit_candidate_id_generation' is required?,Candidate IDs are unique and stable across student finalisation.,test_case,MVP,developer,students,students,,internal,Create automated or checklist test for unit_candidate_id_generation.,Test case objective: Candidate IDs are unique and stable across student finalisation.,Yes
18 Tests,unit_response_codes,18.004,What test 'unit_response_codes' is required?,API actions return documented success/failure response codes.,test_case,MVP,developer,api,api,,internal,Create automated or checklist test for unit_response_codes.,Test case objective: API actions return documented success/failure response codes.,Yes
18 Tests,api_auth_login_success,18.005,What test 'api_auth_login_success' is required?,Valid active user can log in and receives correct role/scope.,test_case,MVP,developer,authentication,authentication,,internal,Create automated or checklist test for api_auth_login_success.,Test case objective: Valid active user can log in and receives correct role/scope.,Yes
18 Tests,api_auth_login_fail,18.006,What test 'api_auth_login_fail' is required?,Invalid credentials and disabled users cannot log in; failures are audited/rate-limited.,test_case,MVP,developer,authentication,authentication,,internal,Create automated or checklist test for api_auth_login_fail.,Test case objective: Invalid credentials and disabled users cannot log in; failures are audited/rate-limited.,Yes
18 Tests,api_school_scope_spoof,18.007,What test 'api_school_scope_spoof' is required?,School user cannot access or mutate another school by changing school_id in request.,test_case,MVP,developer,school_isolation,school_isolation,,restricted,Create automated or checklist test for api_school_scope_spoof.,Test case objective: School user cannot access or mutate another school by changing school_id in request.,Yes
18 Tests,api_student_upload_valid,18.008,What test 'api_student_upload_valid' is required?,"Valid student CSV uploads, parses and creates draft/valid records.",test_case,MVP,developer,student_registration,student_registration,,internal,Create automated or checklist test for api_student_upload_valid.,"Test case objective: Valid student CSV uploads, parses and creates draft/valid records.",Yes
18 Tests,api_student_upload_invalid,18.009,What test 'api_student_upload_invalid' is required?,"Missing required columns, unsupported file type or invalid consent is rejected.",test_case,MVP,developer,student_registration,student_registration,,internal,Create automated or checklist test for api_student_upload_invalid.,"Test case objective: Missing required columns, unsupported file type or invalid consent is rejected.",Yes
18 Tests,api_finalise_count_lock,18.010,What test 'api_finalise_count_lock' is required?,Finalising count locks student edits and computes amounts.,test_case,MVP,developer,student_registration,student_registration,,internal,Create automated or checklist test for api_finalise_count_lock.,Test case objective: Finalising count locks student edits and computes amounts.,Yes
18 Tests,api_payment_create_link,18.011,What test 'api_payment_create_link' is required?,Payment link creation requires finalised count and produces payment record/link.,test_case,MVP,developer,payment_workflow,payment_workflow,,restricted,Create automated or checklist test for api_payment_create_link.,Test case objective: Payment link creation requires finalised count and produces payment record/link.,Yes
18 Tests,api_payment_webhook_signature,18.012,What test 'api_payment_webhook_signature' is required?,Unsigned or invalid Razorpay webhook is rejected and does not change payment status.,test_case,MVP,developer,payment_workflow,payment_workflow,,restricted,Create automated or checklist test for api_payment_webhook_signature.,Test case objective: Unsigned or invalid Razorpay webhook is rejected and does not change payment status.,Yes
18 Tests,api_payment_webhook_idempotency,18.013,What test 'api_payment_webhook_idempotency' is required?,Duplicate webhook does not duplicate payment side effects or audit entries.,test_case,MVP,developer,payment_workflow,payment_workflow,,restricted,Create automated or checklist test for api_payment_webhook_idempotency.,Test case objective: Duplicate webhook does not duplicate payment side effects or audit entries.,Yes
18 Tests,api_manual_payment_evidence,18.014,What test 'api_manual_payment_evidence' is required?,Manual payment confirmation fails without required evidence and passes for finance role.,test_case,MVP,developer,payment_workflow,payment_workflow,,restricted,Create automated or checklist test for api_manual_payment_evidence.,Test case objective: Manual payment confirmation fails without required evidence and passes for finance role.,Yes
18 Tests,api_slot_requires_payment,18.015,What test 'api_slot_requires_payment' is required?,Exam slot booking fails before payment and succeeds after paid/manually_confirmed.,test_case,MVP,developer,exam_slot_booking,exam_slot_booking,,internal,Create automated or checklist test for api_slot_requires_payment.,Test case objective: Exam slot booking fails before payment and succeeds after paid/manually_confirmed.,Yes
18 Tests,api_slot_capacity,18.016,What test 'api_slot_capacity' is required?,Slot capacity cannot be exceeded by schools or students.,test_case,MVP,developer,exam_slot_booking,exam_slot_booking,,internal,Create automated or checklist test for api_slot_capacity.,Test case objective: Slot capacity cannot be exceeded by schools or students.,Yes
18 Tests,api_material_gate,18.017,What test 'api_material_gate' is required?,Exam material list/download fails before payment/slot/release window and succeeds after gates.,test_case,MVP,developer,exam_material_release,exam_material_release,,internal,Create automated or checklist test for api_material_gate.,Test case objective: Exam material list/download fails before payment/slot/release window and succeeds after gates.,Yes
