section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
05 Data Schema,fields,05.013,What field 'coordinator_mobile' is required in collection 'schools'?,Type: string; Rule: optional sensitive contact.,schema_field,MVP,,schools,,,sensitive,Create field schools.coordinator_mobile as string; enforce rule: optional sensitive contact.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.014,What field 'status' is required in collection 'schools'?,"Type: enum; Rule: lead, registered, approved, blocked, inactive.",schema_field,MVP,,schools,,,internal,"Create field schools.status as enum; enforce rule: lead, registered, approved, blocked, inactive.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.015,What field 'created_at' is required in collection 'schools'?,Type: datetime; Rule: system audit.,schema_field,MVP,,schools,,,restricted,Create field schools.created_at as datetime; enforce rule: system audit.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.016,What field 'updated_at' is required in collection 'schools'?,Type: datetime; Rule: system audit.,schema_field,MVP,,schools,,,restricted,Create field schools.updated_at as datetime; enforce rule: system audit.,Schema test validates field type and presence.,Yes
05 Data Schema,collections,05.017,Should collection 'olympiads' be created?,Yes.,schema,MVP,,olympiads,,,sensitive,Create Directus collection olympiads with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.018,What field 'id' is required in collection 'olympiads'?,Type: uuid; Rule: primary key.,schema_field,MVP,,olympiads,,,restricted,Create field olympiads.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.019,What field 'olympiad_code' is required in collection 'olympiads'?,Type: string unique; Rule: required.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.olympiad_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.020,What field 'name' is required in collection 'olympiads'?,Type: string; Rule: required display name.,schema_field,MVP,,olympiads,,,public,Create field olympiads.name as string; enforce rule: required display name.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.021,What field 'academic_year' is required in collection 'olympiads'?,Type: string; Rule: required e.g. 2026-27.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.academic_year as string; enforce rule: required e.g. 2026-27.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.022,What field 'subject' is required in collection 'olympiads'?,Type: string; Rule: required.,schema_field,MVP,,olympiads,,,public,Create field olympiads.subject as string; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.023,What field 'eligible_grades' is required in collection 'olympiads'?,Type: json; Rule: required grade list.,schema_field,MVP,,olympiads,,,public,Create field olympiads.eligible_grades as json; enforce rule: required grade list.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.024,What field 'registration_open_at' is required in collection 'olympiads'?,Type: datetime; Rule: required.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.registration_open_at as datetime; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.025,What field 'registration_close_at' is required in collection 'olympiads'?,Type: datetime; Rule: required.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.registration_close_at as datetime; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.026,What field 'exam_window_start' is required in collection 'olympiads'?,Type: datetime; Rule: required.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.exam_window_start as datetime; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.027,What field 'exam_window_end' is required in collection 'olympiads'?,Type: datetime; Rule: required.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.exam_window_end as datetime; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.028,What field 'fee_per_student' is required in collection 'olympiads'?,Type: decimal; Rule: required INR gross fee.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.fee_per_student as decimal; enforce rule: required INR gross fee.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.029,What field 'school_commission_per_student' is required in collection 'olympiads'?,Type: decimal; Rule: required INR retained commission.,schema_field,MVP,,olympiads,,,internal,Create field olympiads.school_commission_per_student as decimal; enforce rule: required INR retained commission.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.030,What field 'max_marks' is required in collection 'olympiads'?,Type: integer; Rule: required.,schema_field,MVP,,olympiads,,,public,Create field olympiads.max_marks as integer; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.031,What field 'status' is required in collection 'olympiads'?,"Type: enum; Rule: draft, open, closed, archived.",schema_field,MVP,,olympiads,,,internal,"Create field olympiads.status as enum; enforce rule: draft, open, closed, archived.",Schema test validates field type and presence.,No
05 Data Schema,collections,05.032,Should collection 'participations' be created?,Yes.,schema,MVP,,participations,,,sensitive,Create Directus collection participations with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.033,What field 'id' is required in collection 'participations'?,Type: uuid; Rule: primary key.,schema_field,MVP,,participations,,,restricted,Create field participations.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.034,What field 'participation_code' is required in collection 'participations'?,Type: string unique; Rule: required.,schema_field,MVP,,participations,,,sensitive,Create field participations.participation_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.035,What field 'school_id' is required in collection 'participations'?,Type: many-to-one schools; Rule: required school scope.,schema_field,MVP,,participations,,,sensitive,Create field participations.school_id as many-to-one schools; enforce rule: required school scope.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.036,What field 'olympiad_id' is required in collection 'participations'?,Type: many-to-one olympiads; Rule: required.,schema_field,MVP,,participations,,,internal,Create field participations.olympiad_id as many-to-one olympiads; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.037,What field 'estimated_student_count' is required in collection 'participations'?,Type: integer; Rule: optional initial estimate.,schema_field,MVP,,participations,,,internal,Create field participations.estimated_student_count as integer; enforce rule: optional initial estimate.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.038,What field 'confirmed_student_count' is required in collection 'participations'?,Type: integer; Rule: computed/locked after finalisation.,schema_field,MVP,,participations,,,sensitive,Create field participations.confirmed_student_count as integer; enforce rule: computed/locked after finalisation.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.039,What field 'gross_amount' is required in collection 'participations'?,Type: decimal; Rule: computed.,schema_field,MVP,,participations,,,restricted,Create field participations.gross_amount as decimal; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.040,What field 'commission_amount' is required in collection 'participations'?,Type: decimal; Rule: computed.,schema_field,MVP,,participations,,,restricted,Create field participations.commission_amount as decimal; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.041,What field 'net_amount_payable' is required in collection 'participations'?,Type: decimal; Rule: computed.,schema_field,MVP,,participations,,,restricted,Create field participations.net_amount_payable as decimal; enforce rule: computed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.042,What field 'payment_status' is required in collection 'participations'?,"Type: enum; Rule: pending, link_created, paid, manually_confirmed, failed, reversed, reconciled.",schema_field,MVP,,participations,,,restricted,"Create field participations.payment_status as enum; enforce rule: pending, link_created, paid, manually_confirmed, failed, reversed, reconciled.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.043,What field 'exam_slot_id' is required in collection 'participations'?,Type: many-to-one exam_slots; Rule: nullable until booked.,schema_field,MVP,,participations,,,internal,Create field participations.exam_slot_id as many-to-one exam_slots; enforce rule: nullable until booked.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.044,What field 'consent_declaration_status' is required in collection 'participations'?,"Type: enum; Rule: pending, submitted, approved, rejected.",schema_field,MVP,,participations,,,sensitive,"Create field participations.consent_declaration_status as enum; enforce rule: pending, submitted, approved, rejected.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.045,What field 'status' is required in collection 'participations'?,"Type: enum; Rule: draft, submitted, approved, students_open, count_finalised, payment_pending, paid, slot_confirmed, materials_released, exam_completed, results_published, certificates_released, cancelled.",schema_field,MVP,,participations,,,internal,"Create field participations.status as enum; enforce rule: draft, submitted, approved, students_open, count_finalised, payment_pending, paid, slot_confirmed, materials_released, exam_completed, results_published, certificates_released, cancelled.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.046,What field 'locked_at' is required in collection 'participations'?,Type: datetime; Rule: nullable after final count.,schema_field,MVP,,participations,,,restricted,Create field participations.locked_at as datetime; enforce rule: nullable after final count.,Schema test validates field type and presence.,Yes
05 Data Schema,collections,05.047,Should collection 'school_users' be created?,Yes.,schema,MVP,,school_users,,,sensitive,Create Directus collection school_users with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.048,What field 'id' is required in collection 'school_users'?,Type: uuid; Rule: primary key.,schema_field,MVP,,school_users,,,restricted,Create field school_users.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.049,What field 'directus_user_id' is required in collection 'school_users'?,Type: many-to-one directus_users; Rule: required.,schema_field,MVP,,school_users,,,restricted,Create field school_users.directus_user_id as many-to-one directus_users; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.050,What field 'school_id' is required in collection 'school_users'?,Type: many-to-one schools; Rule: required school scope.,schema_field,MVP,,school_users,,,sensitive,Create field school_users.school_id as many-to-one schools; enforce rule: required school scope.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.051,What field 'role_label' is required in collection 'school_users'?,"Type: string; Rule: coordinator, principal, assistant.",schema_field,MVP,,school_users,,,internal,"Create field school_users.role_label as string; enforce rule: coordinator, principal, assistant.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.052,What field 'is_primary' is required in collection 'school_users'?,Type: boolean; Rule: default false.,schema_field,MVP,,school_users,,,internal,Create field school_users.is_primary as boolean; enforce rule: default false.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.053,What field 'status' is required in collection 'school_users'?,"Type: enum; Rule: active, invited, disabled.",schema_field,MVP,,school_users,,,internal,"Create field school_users.status as enum; enforce rule: active, invited, disabled.",Schema test validates field type and presence.,No
05 Data Schema,collections,05.054,Should collection 'students' be created?,Yes.,schema,MVP,,students,,,sensitive,Create Directus collection students with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.055,What field 'id' is required in collection 'students'?,Type: uuid; Rule: primary key.,schema_field,MVP,,students,,,restricted,Create field students.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.056,What field 'candidate_id' is required in collection 'students'?,Type: string unique; Rule: system-generated required.,schema_field,MVP,,students,,,sensitive,Create field students.candidate_id as string unique; enforce rule: system-generated required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.057,What field 'school_id' is required in collection 'students'?,Type: many-to-one schools; Rule: required for isolation.,schema_field,MVP,,students,,,sensitive,Create field students.school_id as many-to-one schools; enforce rule: required for isolation.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.058,What field 'participation_id' is required in collection 'students'?,Type: many-to-one participations; Rule: required.,schema_field,MVP,,students,,,sensitive,Create field students.participation_id as many-to-one participations; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.059,What field 'student_name' is required in collection 'students'?,Type: string; Rule: required.,schema_field,MVP,,students,,,sensitive,Create field students.student_name as string; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.060,What field 'grade' is required in collection 'students'?,Type: string/enum; Rule: required.,schema_field,MVP,,students,,,sensitive,Create field students.grade as string/enum; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.061,What field 'section' is required in collection 'students'?,Type: string; Rule: optional.,schema_field,MVP,,students,,,sensitive,Create field students.section as string; enforce rule: optional.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.062,What field 'school_roll_number' is required in collection 'students'?,Type: string; Rule: optional; unique within school+participation if provided.,schema_field,MVP,,students,,,sensitive,Create field students.school_roll_number as string; enforce rule: optional; unique within school+participation if provided.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.063,What field 'parent_guardian_name' is required in collection 'students'?,Type: string; Rule: optional; avoid if not needed.,schema_field,MVP,,students,,,sensitive,Create field students.parent_guardian_name as string; enforce rule: optional; avoid if not needed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.064,What field 'parent_contact' is required in collection 'students'?,Type: string; Rule: avoid in MVP unless mandatory.,schema_field,MVP,,students,,,sensitive,Create field students.parent_contact as string; enforce rule: avoid in MVP unless mandatory.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.065,What field 'consent_obtained' is required in collection 'students'?,Type: boolean; Rule: required true for eligibility.,schema_field,MVP,,students,,,sensitive,Create field students.consent_obtained as boolean; enforce rule: required true for eligibility.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.066,What field 'consent_date' is required in collection 'students'?,Type: date; Rule: optional/recommended.,schema_field,MVP,,students,,,sensitive,Create field students.consent_date as date; enforce rule: optional/recommended.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.067,What field 'status' is required in collection 'students'?,"Type: enum; Rule: draft, valid, invalid, finalised, absent, disqualified, evaluated, certified.",schema_field,MVP,,students,,,internal,"Create field students.status as enum; enforce rule: draft, valid, invalid, finalised, absent, disqualified, evaluated, certified.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.068,What field 'validation_errors' is required in collection 'students'?,Type: json; Rule: system generated.,schema_field,MVP,,students,,,internal,Create field students.validation_errors as json; enforce rule: system generated.,Schema test validates field type and presence.,No
05 Data Schema,collections,05.069,Should collection 'exam_slots' be created?,Yes.,schema,MVP,,exam_slots,,,sensitive,Create Directus collection exam_slots with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.070,What field 'id' is required in collection 'exam_slots'?,Type: uuid; Rule: primary key.,schema_field,MVP,,exam_slots,,,restricted,Create field exam_slots.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.071,What field 'slot_code' is required in collection 'exam_slots'?,Type: string unique; Rule: required.,schema_field,MVP,,exam_slots,,,internal,Create field exam_slots.slot_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.072,What field 'exam_date' is required in collection 'exam_slots'?,Type: date; Rule: required.,schema_field,MVP,,exam_slots,,,public,Create field exam_slots.exam_date as date; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.073,What field 'start_time' is required in collection 'exam_slots'?,Type: time; Rule: required.,schema_field,MVP,,exam_slots,,,public,Create field exam_slots.start_time as time; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.074,What field 'end_time' is required in collection 'exam_slots'?,Type: time; Rule: required.,schema_field,MVP,,exam_slots,,,public,Create field exam_slots.end_time as time; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.075,What field 'timezone' is required in collection 'exam_slots'?,Type: string; Rule: default Asia/Kolkata.,schema_field,MVP,,exam_slots,,,internal,Create field exam_slots.timezone as string; enforce rule: default Asia/Kolkata.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.076,What field 'mode' is required in collection 'exam_slots'?,"Type: enum; Rule: physical, online, hybrid; MVP physical.",schema_field,MVP,,exam_slots,,,public,"Create field exam_slots.mode as enum; enforce rule: physical, online, hybrid; MVP physical.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.077,What field 'capacity_schools' is required in collection 'exam_slots'?,Type: integer; Rule: required.,schema_field,MVP,,exam_slots,,,internal,Create field exam_slots.capacity_schools as integer; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.078,What field 'capacity_students' is required in collection 'exam_slots'?,Type: integer; Rule: required.,schema_field,MVP,,exam_slots,,,internal,Create field exam_slots.capacity_students as integer; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.079,What field 'booked_schools' is required in collection 'exam_slots'?,Type: integer; Rule: computed.,schema_field,MVP,,exam_slots,,,internal,Create field exam_slots.booked_schools as integer; enforce rule: computed.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.080,What field 'booked_students' is required in collection 'exam_slots'?,Type: integer; Rule: computed.,schema_field,MVP,,exam_slots,,,internal,Create field exam_slots.booked_students as integer; enforce rule: computed.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.081,What field 'eligible_grades' is required in collection 'exam_slots'?,Type: json; Rule: optional.,schema_field,MVP,,exam_slots,,,public,Create field exam_slots.eligible_grades as json; enforce rule: optional.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.082,What field 'status' is required in collection 'exam_slots'?,"Type: enum; Rule: draft, open, full, closed, cancelled.",schema_field,MVP,,exam_slots,,,internal,"Create field exam_slots.status as enum; enforce rule: draft, open, full, closed, cancelled.",Schema test validates field type and presence.,No
05 Data Schema,collections,05.083,Should collection 'payments' be created?,Yes.,schema,MVP,,payments,,,restricted,Create Directus collection payments with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.084,What field 'id' is required in collection 'payments'?,Type: uuid; Rule: primary key.,schema_field,MVP,,payments,,,restricted,Create field payments.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.085,What field 'payment_code' is required in collection 'payments'?,Type: string unique; Rule: required.,schema_field,MVP,,payments,,,restricted,Create field payments.payment_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.086,What field 'participation_id' is required in collection 'payments'?,Type: many-to-one participations; Rule: required.,schema_field,MVP,,payments,,,restricted,Create field payments.participation_id as many-to-one participations; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.087,What field 'school_id' is required in collection 'payments'?,Type: many-to-one schools; Rule: required.,schema_field,MVP,,payments,,,restricted,Create field payments.school_id as many-to-one schools; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.088,What field 'expected_amount' is required in collection 'payments'?,Type: decimal; Rule: required net amount payable.,schema_field,MVP,,payments,,,restricted,Create field payments.expected_amount as decimal; enforce rule: required net amount payable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.089,What field 'received_amount' is required in collection 'payments'?,Type: decimal; Rule: nullable until paid.,schema_field,MVP,,payments,,,restricted,Create field payments.received_amount as decimal; enforce rule: nullable until paid.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.090,What field 'provider' is required in collection 'payments'?,"Type: enum; Rule: razorpay, manual, bank_transfer.",schema_field,MVP,,payments,,,restricted,"Create field payments.provider as enum; enforce rule: razorpay, manual, bank_transfer.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.091,What field 'provider_link_id' is required in collection 'payments'?,Type: string; Rule: nullable.,schema_field,MVP,,payments,,,restricted,Create field payments.provider_link_id as string; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.092,What field 'provider_payment_id' is required in collection 'payments'?,Type: string; Rule: nullable.,schema_field,MVP,,payments,,,restricted,Create field payments.provider_payment_id as string; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.093,What field 'payment_reference' is required in collection 'payments'?,Type: string; Rule: nullable bank/provider reference.,schema_field,MVP,,payments,,,restricted,Create field payments.payment_reference as string; enforce rule: nullable bank/provider reference.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.094,What field 'status' is required in collection 'payments'?,"Type: enum; Rule: draft, link_created, pending, paid, manually_confirmed, failed, expired, reversed, reconciled.",schema_field,MVP,,payments,,,restricted,"Create field payments.status as enum; enforce rule: draft, link_created, pending, paid, manually_confirmed, failed, expired, reversed, reconciled.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.095,What field 'manual_evidence_file' is required in collection 'payments'?,Type: file; Rule: required if manually_confirmed.,schema_field,MVP,,payments,,,restricted,Create field payments.manual_evidence_file as file; enforce rule: required if manually_confirmed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.096,What field 'reversal_reason' is required in collection 'payments'?,Type: text; Rule: required if reversed.,schema_field,MVP,,payments,,,restricted,Create field payments.reversal_reason as text; enforce rule: required if reversed.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.097,What field 'reconciled_at' is required in collection 'payments'?,Type: datetime; Rule: nullable.,schema_field,MVP,,payments,,,restricted,Create field payments.reconciled_at as datetime; enforce rule: nullable.,Schema test validates field type and presence.,Yes
05 Data Schema,collections,05.098,Should collection 'exam_materials' be created?,Yes.,schema,MVP,,exam_materials,,,sensitive,Create Directus collection exam_materials with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.099,What field 'id' is required in collection 'exam_materials'?,Type: uuid; Rule: primary key.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.100,What field 'material_code' is required in collection 'exam_materials'?,Type: string unique; Rule: required.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.material_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.101,What field 'participation_id' is required in collection 'exam_materials'?,Type: many-to-one participations; Rule: nullable for school-specific material.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.participation_id as many-to-one participations; enforce rule: nullable for school-specific material.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.102,What field 'olympiad_id' is required in collection 'exam_materials'?,Type: many-to-one olympiads; Rule: required.,schema_field,MVP,,exam_materials,,,internal,Create field exam_materials.olympiad_id as many-to-one olympiads; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.103,What field 'exam_slot_id' is required in collection 'exam_materials'?,Type: many-to-one exam_slots; Rule: optional.,schema_field,MVP,,exam_materials,,,internal,Create field exam_materials.exam_slot_id as many-to-one exam_slots; enforce rule: optional.,Schema test validates field type and presence.,No
05 Data Schema,fields,05.104,What field 'material_type' is required in collection 'exam_materials'?,"Type: enum; Rule: question_paper, omr_sheet, attendance_sheet, instructions, courier_label, declaration.",schema_field,MVP,,exam_materials,,,internal,"Create field exam_materials.material_type as enum; enforce rule: question_paper, omr_sheet, attendance_sheet, instructions, courier_label, declaration.",Schema test validates field type and presence.,No
05 Data Schema,fields,05.105,What field 'file' is required in collection 'exam_materials'?,Type: file; Rule: required private Directus file.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.file as file; enforce rule: required private Directus file.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.106,What field 'release_at' is required in collection 'exam_materials'?,Type: datetime; Rule: required or null until approved.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.release_at as datetime; enforce rule: required or null until approved.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.107,What field 'expires_at' is required in collection 'exam_materials'?,Type: datetime; Rule: optional.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.expires_at as datetime; enforce rule: optional.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.108,What field 'download_count' is required in collection 'exam_materials'?,Type: integer; Rule: computed or maintained.,schema_field,MVP,,exam_materials,,,restricted,Create field exam_materials.download_count as integer; enforce rule: computed or maintained.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.109,What field 'status' is required in collection 'exam_materials'?,"Type: enum; Rule: draft, approved, released, expired, revoked.",schema_field,MVP,,exam_materials,,,restricted,"Create field exam_materials.status as enum; enforce rule: draft, approved, released, expired, revoked.",Schema test validates field type and presence.,Yes
05 Data Schema,collections,05.110,Should collection 'courier_batches' be created?,Yes.,schema,MVP,,courier_batches,,,sensitive,Create Directus collection courier_batches with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
05 Data Schema,fields,05.111,What field 'id' is required in collection 'courier_batches'?,Type: uuid; Rule: primary key.,schema_field,MVP,,courier_batches,,,restricted,Create field courier_batches.id as uuid; enforce rule: primary key.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.112,What field 'batch_code' is required in collection 'courier_batches'?,Type: string unique; Rule: required.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.batch_code as string unique; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.113,What field 'school_id' is required in collection 'courier_batches'?,Type: many-to-one schools; Rule: required.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.school_id as many-to-one schools; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.114,What field 'participation_id' is required in collection 'courier_batches'?,Type: many-to-one participations; Rule: required.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.participation_id as many-to-one participations; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.115,What field 'courier_company' is required in collection 'courier_batches'?,Type: string; Rule: required when dispatched.,schema_field,MVP,,courier_batches,,,internal,Create field courier_batches.courier_company as string; enforce rule: required when dispatched.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.116,What field 'awb_number' is required in collection 'courier_batches'?,Type: string; Rule: required when dispatched.,schema_field,MVP,,courier_batches,,,internal,Create field courier_batches.awb_number as string; enforce rule: required when dispatched.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.117,What field 'dispatch_date' is required in collection 'courier_batches'?,Type: date; Rule: required when dispatched.,schema_field,MVP,,courier_batches,,,internal,Create field courier_batches.dispatch_date as date; enforce rule: required when dispatched.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.118,What field 'package_count' is required in collection 'courier_batches'?,Type: integer; Rule: required.,schema_field,MVP,,courier_batches,,,internal,Create field courier_batches.package_count as integer; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.119,What field 'sheets_expected' is required in collection 'courier_batches'?,Type: integer; Rule: required.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.sheets_expected as integer; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.120,What field 'sheets_dispatched' is required in collection 'courier_batches'?,Type: integer; Rule: required.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.sheets_dispatched as integer; enforce rule: required.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.121,What field 'sheets_received' is required in collection 'courier_batches'?,Type: integer; Rule: nullable until receipt.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.sheets_received as integer; enforce rule: nullable until receipt.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.122,What field 'receipt_file' is required in collection 'courier_batches'?,Type: file; Rule: courier proof upload.,schema_field,MVP,,courier_batches,,,sensitive,Create field courier_batches.receipt_file as file; enforce rule: courier proof upload.,Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.123,What field 'seal_condition' is required in collection 'courier_batches'?,"Type: enum; Rule: intact, broken, missing, not_applicable.",schema_field,MVP,,courier_batches,,,sensitive,"Create field courier_batches.seal_condition as enum; enforce rule: intact, broken, missing, not_applicable.",Schema test validates field type and presence.,Yes
05 Data Schema,fields,05.124,What field 'status' is required in collection 'courier_batches'?,"Type: enum; Rule: pending, dispatched, received, exception, closed.",schema_field,MVP,,courier_batches,,,internal,"Create field courier_batches.status as enum; enforce rule: pending, dispatched, received, exception, closed.",Schema test validates field type and presence.,No
05 Data Schema,collections,05.125,Should collection 'omr_imports' be created?,Yes.,schema,MVP,,omr_imports,,,restricted,Create Directus collection omr_imports with fields and relationships defined in schema rows.,Directus MCP schema inspection confirms collection exists.,Yes
