question_id,section_code,section_title,question,answer_source_of_truth,decision,affected_company_portal_modules,priority,status,module_generation_rule,claude_status,claude_capability,claude_layer,claude_evidence
135,O,Notifications and Communications,Should schools receive reminders for listed items?,"Yes. Reminders: payment pending, student list pending, exam slot confirmation, material release, courier return, results published and certificates available.",All listed reminders enabled.,notification_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,notification delivery,logic,"in-app delivery + job-based dispatch/retry/DLQ (deliver(), handler updates recipients); tested. Email/SMS provider deferred WITH auth."
136,O,Notifications and Communications,Should failed notification delivery be visible to staff?,Yes. Delivery failures visible to Communications Manager/Ops Admin with retry controls and masked contact display where needed.,Show failed deliveries.,notification_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,notification delivery,logic,"in-app delivery + job-based dispatch/retry/DLQ (deliver(), handler updates recipients); tested. Email/SMS provider deferred WITH auth."
137,O,Notifications and Communications,Should notification retry be automatic?,Yes. Automatic retry up to policy limit; then failed/dead-letter status and staff review.,Automatic retries with cap.,notification_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,notification delivery,logic,"in-app delivery + job-based dispatch/retry/DLQ (deliver(), handler updates recipients); tested. Email/SMS provider deferred WITH auth."
138,P,Support / Helpdesk,Should company portal include support tickets?,Yes. Support ticket module is required for school/staff/system issues.,Include support_tickets module.,support_tickets,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
139,P,Support / Helpdesk,Who can create support tickets?,"Schools, staff and system can create tickets. Public users cannot create tickets in MVP unless linked to verification support later.",School/staff/system tickets.,support_tickets,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,RBAC,logic,"server-side permission engine (default-deny, superuser bypass) in guards; browser role/scope ignored; tested."
140,P,Support / Helpdesk,What ticket categories are needed?,"Categories: Login issue, Payment issue, Student upload issue, Exam slot issue, Material download issue, Courier issue, Result issue, Certificate issue, Notification issue, Security/privacy issue, Other.",Adopt listed categories plus notification/security.,support_tickets,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
141,P,Support / Helpdesk,Which staff role handles tickets?,Support Executive handles first level. Operations/Finance/Evaluation/Certificate owners handle category escalations. Support Manager/Operations Head manages SLA escalations.,Support Executive + category escalation.,support_tickets; task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,RBAC,logic,"server-side permission engine (default-deny, superuser bypass) in guards; browser role/scope ignored; tested."
142,P,Support / Helpdesk,Should tickets have priority levels?,"Yes. Priority: low, medium, high, critical.",Priority levels required.,support_tickets,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
143,P,Support / Helpdesk,Should tickets have SLA?,Yes. SLA by category and priority. Critical exam-day/material/payment/result issues have stricter SLA.,SLA required.,support_tickets,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,task queue,logic,auto-task-from-transition (taskFromTransition) wired in kernel + work_tasks insert; CRUD+UI; job runner (retry/DLQ) tested.
144,P,Support / Helpdesk,Should tickets be linked to school/student/payment/result/certificate records?,"Yes. Tickets can link to school, student, payment, exam slot, material, courier, OMR import, result, certificate and notification delivery records.",Multi-entity linking required.,support_tickets,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
145,P,Support / Helpdesk,Should support replies be emailed to schools?,Yes. Support replies should create notification/email and in-app message where enabled.,Support replies notify school.,support_tickets; notification_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
146,P,Support / Helpdesk,Should ticket escalation be supported?,"Yes. Escalation by SLA breach, category, priority or manual assignment.",Escalation supported.,support_tickets; task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,task queue,logic,auto-task-from-transition (taskFromTransition) wired in kernel + work_tasks insert; CRUD+UI; job runner (retry/DLQ) tested.
147,Q,Tasks and Work Queue,Should company portal include internal task management?,"Yes. Task/work queue is required to operationalize approvals, follow-ups, exceptions and SLAs.",Include task_work_queue module.,task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,task queue,logic,auto-task-from-transition (taskFromTransition) wired in kernel + work_tasks insert; CRUD+UI; job runner (retry/DLQ) tested.
148,Q,Tasks and Work Queue,Should system automatically create tasks from workflow events?,"Yes. Workflow events should create tasks for approval, exception resolution, follow-up and SLA actions.",System-created tasks required.,task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,task queue,logic,auto-task-from-transition (taskFromTransition) wired in kernel + work_tasks insert; CRUD+UI; job runner (retry/DLQ) tested.
149,Q,Tasks and Work Queue,Example tasks.,"All examples are required: approve school, follow up payment, validate student upload, release materials, enter courier receipt, resolve OMR exception, approve results, publish certificates. Add support ticket escalation and audit review tasks.",Adopt all listed tasks plus support/audit tasks.,task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,audit,logic,"append-only hash-chained audit (0006/0007 trigger BLOCKS update+delete, verified on Supabase); wired in routeHandlers+jobs."
150,Q,Tasks and Work Queue,"Should tasks have owner, due date, priority, status, and SLA?","Yes. Required task fields: owner, queue, module, linked entity, due date, priority, status, SLA, escalation level and completion note.",Full task metadata required.,task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,status transitions (gates),logic,spec-derived audited gated transitions (lifecycle_states + HIGH_RISK_ACTIONS); reason+dual-approval on high-risk; tested + runtime-verified.
151,Q,Tasks and Work Queue,Should staff reassign tasks?,"Yes. Reassignment allowed by task owner’s manager, queue manager, Operations Head or Company Admin with reason.",Controlled reassignment.,task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,assignment-scope,logic,staffSchoolScopeFilter wired in kernel list + export (SCHOOL_BEARING tables); RLS deny-by-default verified at DB; tested.
152,Q,Tasks and Work Queue,Should managers see team workload?,"Yes. Managers see workload, overdue tasks and SLA breaches for their teams/queues.",Manager workload view.,task_work_queue; company_dashboard,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,task queue,logic,auto-task-from-transition (taskFromTransition) wired in kernel + work_tasks insert; CRUD+UI; job runner (retry/DLQ) tested.
153,Q,Tasks and Work Queue,Should overdue tasks create alerts?,Yes. Overdue tasks create dashboard alerts and notifications/escalations.,Overdue alerts required.,task_work_queue; notification_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,task queue,logic,auto-task-from-transition (taskFromTransition) wired in kernel + work_tasks insert; CRUD+UI; job runner (retry/DLQ) tested.
154,R,Reports and Analytics,What reports are needed for company staff?,"Required report suite: operational pipeline, finance, student counts, exam slots, materials, courier, OMR/evaluation, results, certificates, notifications, support, tasks, staff productivity, audit/security and export logs.",Full operational report suite.,reports_exports,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
155,R,Reports and Analytics,Confirm required reports.,"Confirmed all listed reports: school pipeline, payment, student count, exam slot, material release, courier reconciliation, OMR import, result publication, certificate issue, notification delivery, staff productivity and audit/security reports.",Confirmed.,reports_exports,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,status transitions (gates),logic,spec-derived audited gated transitions (lifecycle_states + HIGH_RISK_ACTIONS); reason+dual-approval on high-risk; tested + runtime-verified.
156,R,Reports and Analytics,Should reports be downloadable as CSV/XLSX/PDF?,CSV and XLSX in MVP. PDF later for formal reports unless needed. Audit exports use controlled private files.,CSV/XLSX MVP; PDF later.,reports_exports,MVP+,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,export generation,logic,/api/staff/export real CSV with watermark header + masking + assignment-scope + formula-injection guard + audit; tested.
157,R,Reports and Analytics,Which roles can export reports?,"Company Admin, Operations Head, Finance Admin for finance, Evaluation Manager for evaluation/results, Certificate Manager for certificates, Security/Admin Reviewer for audit/security. Executives export only assigned scope if enabled.",Role-scoped exports.,reports_exports; roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,export generation,logic,/api/staff/export real CSV with watermark header + masking + assignment-scope + formula-injection guard + audit; tested.
158,R,Reports and Analytics,Should exports require approval?,Sensitive exports require approval and reason. Non-sensitive operational summaries can be direct for admin roles.,Approval for sensitive exports.,reports_exports; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,export generation,logic,/api/staff/export real CSV with watermark header + masking + assignment-scope + formula-injection guard + audit; tested.
159,R,Reports and Analytics,Should sensitive exports be watermarked?,"Yes. Sensitive XLSX/PDF exports should include generated_by, timestamp, scope and confidentiality note. CSV should include metadata header or companion manifest where possible.",Watermark/metadata required for sensitive exports.,reports_exports,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,export generation,logic,/api/staff/export real CSV with watermark header + masking + assignment-scope + formula-injection guard + audit; tested.
160,R,Reports and Analytics,Should export activity be audited?,"Yes. Every export must be audited with requester, scope, filters, reason, file and timestamp.",Audit all exports.,reports_exports; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,audit,logic,"append-only hash-chained audit (0006/0007 trigger BLOCKS update+delete, verified on Supabase); wired in routeHandlers+jobs."
161,S,"Audit, Security, and Compliance",Which company portal actions are high-risk?,"High-risk: staff role/permission changes, manual payment confirmation/reversal/refund, exam slot reschedule, question paper/material release/revoke/replace, answer key approval/change, OMR approval, result publication/correction, certificate revoke/reissue, bulk notifications, sensitive exports, public verification changes and audit export.",High-risk list adopted.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
162,S,"Audit, Security, and Compliance",Should every high-risk action require reason?,Yes. Every high-risk action requires reason and audit.,Reason required.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
163,S,"Audit, Security, and Compliance",Should some actions require two-person approval?,"Yes. High-impact finance, material, answer key, result publication, certificate reissue/revoke and sensitive exports require two-person approval.",Two-person approval for high-impact actions.,security_audit_console; task_work_queue,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,dual-approval (maker≠checker),logic,approvals ledger (0004); same actor can't self-approve; tested + runtime-verified on Supabase.
164,S,"Audit, Security, and Compliance",Which actions require dual approval?,"Dual approval: manual payment confirmation above threshold, refunds/reversals, material/question paper release and replacement, answer key approval, OMR approval for results, result publication, result correction after publication, certificate reissue/revocation, public verification policy changes, sensitive exports and role permission changes.",Adopt dual-approval list.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,dual-approval (maker≠checker),logic,approvals ledger (0004); same actor can't self-approve; tested + runtime-verified on Supabase.
165,S,"Audit, Security, and Compliance",Should public role permissions be reviewed automatically?,Yes. Public role permissions must be checked automatically and flagged if sensitive access appears.,Automatic public-role review.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,RBAC,logic,"server-side permission engine (default-deny, superuser bypass) in guards; browser role/scope ignored; tested."
166,S,"Audit, Security, and Compliance",Should staff access reviews be monthly?,Yes. Monthly access review is required; critical admin roles can be reviewed more frequently.,Monthly access review.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
167,S,"Audit, Security, and Compliance",Should audit logs be visible to operations staff or only security/admin?,"Operations staff see operational audit summaries only. Raw audit logs are for Security/Admin Reviewer, Company Admin and Super Admin.",Raw audit restricted.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,audit,logic,"append-only hash-chained audit (0006/0007 trigger BLOCKS update+delete, verified on Supabase); wired in routeHandlers+jobs."
168,S,"Audit, Security, and Compliance",Should staff login history be tracked?,"Yes. Track login history, last login, failed logins and session resets.",Track login history.,security_audit_console; staff_users,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GAP,authentication / invite flow,none,DEFERRED (auth done last). No login/invite/session route exists; dev-auth fallback (NODE_ENV-gated).
169,S,"Audit, Security, and Compliance",Should failed login attempts be tracked?,Yes. Failed attempts tracked and alert after threshold.,Track failed logins.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GAP,authentication / invite flow,none,DEFERRED (auth done last). No login/invite/session route exists; dev-auth fallback (NODE_ENV-gated).
170,S,"Audit, Security, and Compliance",Should IP/device info be tracked?,"Yes where available: IP, user agent, device/browser metadata and approximate location if allowed.",Track IP/device where available.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
171,S,"Audit, Security, and Compliance",Should suspicious activity create incidents?,Yes. Suspicious activity should create security incident or alert depending severity.,Incident/alert on suspicious activity.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
172,S,"Audit, Security, and Compliance",Should company portal have a security incident register?,Yes. Security incident register is required.,Incident register required.,security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
173,T,Settings and Master Data,Which settings should company admins manage?,"Admins manage olympiad definitions, subjects, grades/classes, pricing rules, payment rules, exam slot rules, material release rules, courier rules, ranking rules, certificate templates, notification templates, staff roles and permission matrix.",Admin settings module covers all master data.,admin_settings,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
174,T,Settings and Master Data,Confirm settings.,"Confirmed all listed settings: olympiad definitions, subjects, grades/classes, pricing rules, payment rules, exam slot rules, material release rules, courier rules, result ranking rules, certificate templates, notification templates, staff roles and permission matrix.",Confirmed.,admin_settings,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,status transitions (gates),logic,spec-derived audited gated transitions (lifecycle_states + HIGH_RISK_ACTIONS); reason+dual-approval on high-risk; tested + runtime-verified.
175,T,Settings and Master Data,Which settings should be editable only by Super Admin?,"Super Admin only: permission matrix, system security settings, provider secrets, public verification settings, audit retention policy, hard-delete exceptions, environment/provider configuration. Company Admin can manage business settings.",Super Admin for security/system settings.,admin_settings; roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
176,T,Settings and Master Data,Which settings should be versioned?,"Version: pricing rules, payment rules, exam slot rules, material release rules, ranking rules, certificate templates, notification templates, permission matrix and public verification policy.",Version critical settings.,admin_settings,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
177,T,Settings and Master Data,Which settings should require approval before activation?,"Require approval: pricing, payment, exam slot publication, material release, ranking, certificate templates, notification bulk templates, permission matrix and public verification settings.",Approval before activation for critical settings.,admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
178,U,Data Visibility and Privacy,Should staff see all schools or assigned schools only?,Admins/heads see all. Executives/support/sales see assigned schools/regions/queues only.,Scope by role/assignment.,roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,assignment-scope,logic,staffSchoolScopeFilter wired in kernel list + export (SCHOOL_BEARING tables); RLS deny-by-default verified at DB; tested.
179,U,Data Visibility and Privacy,Should staff see all students or assigned schools only?,Admins/operations heads see all. Executives see assigned scope. Evaluation operators see candidate IDs only unless manager role.,Scoped student visibility.,roles_permissions; student_roster_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,assignment-scope,logic,staffSchoolScopeFilter wired in kernel list + export (SCHOOL_BEARING tables); RLS deny-by-default verified at DB; tested.
180,U,Data Visibility and Privacy,Should finance staff see student personal data?,"No. Finance sees school/payment summary and counts, not student PII by default.",No student PII for finance.,finance_ops; roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,field masking,logic,"FIELD_MASKING_MATRIX -> masking.ts; 8 tests (parent_phone/email, answer_key, internal_note, candidate_id, finance-vs-name)."
181,U,Data Visibility and Privacy,Should evaluators see school names?,OMR operators/evaluators see school names only if required for batch operations; default candidate/batch IDs. Evaluation Manager can see school names.,Limited school visibility for evaluators.,evaluation_ops; roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
182,U,Data Visibility and Privacy,Should operations staff see answer keys?,No. Answer keys are restricted to evaluation/content authorized roles.,Operations cannot see answer keys.,evaluation_ops; roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,field masking,logic,"FIELD_MASKING_MATRIX -> masking.ts; 8 tests (parent_phone/email, answer_key, internal_note, candidate_id, finance-vs-name)."
183,U,Data Visibility and Privacy,Should support staff see payments?,"Support can see payment status and basic issue context, not full gateway payload/proofs unless escalated to finance.",Limited payment visibility for support.,support_tickets; finance_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
184,U,Data Visibility and Privacy,Should support staff see results?,Support can see publication/status and school-facing result summary when ticket requires it. Raw OMR and answer keys remain hidden.,Limited result visibility for support.,support_tickets; results_ops,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
185,U,Data Visibility and Privacy,Should certificate staff see OMR details?,"No. Certificate staff sees published result eligibility fields only, not OMR details.",No OMR details for certificate staff.,certificate_ops; roles_permissions,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,evaluation / scoring,logic,scoring+ranking (server/eval) via /api/staff/evaluation/score (answer key + responses -> scores+rank); tested + audited.
186,U,Data Visibility and Privacy,Should any data be masked by default?,"Yes. Mask parent contacts, recipient contacts, payment references, internal notes, answer key fields, raw OMR fields, provider payloads and audit snapshots by default for non-admin roles.",Default masking for sensitive fields.,roles_permissions; reports_exports,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,field masking,logic,"FIELD_MASKING_MATRIX -> masking.ts; 8 tests (parent_phone/email, answer_key, internal_note, candidate_id, finance-vs-name)."
187,U,Data Visibility and Privacy,Should exports hide/mask sensitive fields?,Yes. Exports must hide/mask sensitive fields based on role and export type. Sensitive exports require approval and audit.,Masked exports by role.,reports_exports; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,field masking,logic,"FIELD_MASKING_MATRIX -> masking.ts; 8 tests (parent_phone/email, answer_key, internal_note, candidate_id, finance-vs-name)."
188,V,Company Portal Modules to Generate Later,Confirm whether we should generate listed company portal modules.,"Yes. Generate all listed modules. These are separate from the already completed Olympiad business modules, but they operate/control them through internal staff workflows.",Generate all listed company portal modules.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,status transitions (gates),logic,spec-derived audited gated transitions (lifecycle_states + HIGH_RISK_ACTIONS); reason+dual-approval on high-risk; tested + runtime-verified.
189,V,Company Portal Modules to Generate Later,Which of the above should be merged?,"Do not merge in source-of-truth. For implementation, some UI pages may be grouped under Operations, but specs should remain separate for clarity, permissions and build safety.",Keep modules separate in spec; UI may group later.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
190,V,Company Portal Modules to Generate Later,Which of the above should be split further?,"Potential future splits: reports_exports into reports and exports; roles_permissions into roles and access reviews; evaluation_ops into answer_keys and omr_review; admin_settings into business_settings and security_settings. For MVP, keep listed modules.",No split for MVP; note future split candidates.,reports_exports; roles_permissions; evaluation_ops; admin_settings,MVP+,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
191,V,Company Portal Modules to Generate Later,Which module should be generated first after the questionnaire CSV is ready?,"Generate company_dashboard first, then staff_users, then roles_permissions. This establishes portal shell, users and permissions before operations modules.",First module: company_dashboard.,company_dashboard,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,dashboard,ui+api,role-aware KPIs /api/staff/overview (runtime-verified live counts) + DashboardView; school overview.
192,V,Company Portal Modules to Generate Later,What is the final priority order?,"Priority order: company_dashboard, staff_users, roles_permissions, school_crm, school_onboarding_ops, student_roster_ops, finance_ops, exam_slot_ops, exam_material_ops, courier_ops, evaluation_ops, results_ops, certificate_ops, notification_ops, support_tickets, task_work_queue, reports_exports, admin_settings, security_audit_console.",Use this sequence for later generation.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
193,W,Build Rules for Company Portal,Should each module follow the same 14-point structure?,Yes. Every company portal module must follow the same 14-point modular design structure used for previous modules.,14-point structure mandatory.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
194,W,Build Rules for Company Portal,Should every module include listed files?,"Yes. Every module must include module.json, schema.json, workflows.json, messages.json, validations.json, screens.json, permissions.json, security.json, data_classification.json, access_matrix.json, dependency_map.json, lifecycle_states.json, change_control.json, versioning_policy.json, feature_request_template.json, bug_fix_template.json, tests.json, runbook.md and final_modular_design.md. Additional policy files may be added where needed.",All listed files mandatory per module.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
195,W,Build Rules for Company Portal,Should company portal modules use the same naming style as previous modules?,"Yes. Use lowercase snake_case module IDs, semantic JSON/MD files, completed-vs-pending reports, manifests, source trace CSVs and module ZIPs.",Same naming style.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
196,W,Build Rules for Company Portal,Should every module have completed-vs-pending summary?,Yes. Each module must include a completed-vs-pending summary and running module status.,Summary mandatory.,company_dashboard; staff_users; roles_permissions; school_crm; school_onboarding_ops; student_roster_ops; finance_ops; exam_slot_ops; exam_material_ops; courier_ops; evaluation_ops; results_ops; certificate_ops; notification_ops; support_tickets; task_work_queue; reports_exports; admin_settings; security_audit_console,MVP,ANSWERED,Use as source-of-truth for later 14-parameter semantic module specs.,GREEN,module core,data+api+ui,Implemented by the generic core: per-table schema (live Supabase) + CRUD API + UI + audited gated transitions + RBAC + field masking + assignment-scope + idempotency + no-hard-delete.
